N	Z	P1n	P2n	P3n
132	75	80.15	14.31	0.38
133	75	53.28	42.98	0.19
134	75	77.9	16.46	0.7
135	75	10.49	84.6	0.3
136	75	88.51	8.72	0.52
137	75	32.23	64.11	0.36
138	75	81.83	15.91	0.53
139	75	31.28	65.6	0.47
140	75	77.3	19.96	0.88
141	75	25.31	71.59	0.71
142	75	69.98	27.41	1.2
143	75	14.49	75.26	1.39
144	75	52.67	43.73	2.4
145	75	10.74	80.01	2.82
146	75	33.84	59.94	5.02
147	75	4.92	87.95	5.67
148	75	20.14	69.67	9.24
149	75	7.42	79.38	12.18
150	75	11.11	53.04	35.08
151	75	1.13	53.4	44.48
152	75	7.05	19.49	72.73
153	75	1.1	20.06	77.84
154	75	2.74	7.53	89.14
155	75	1.46	7.53	90.2
156	75	2.28	2.79	94.31
157	75	0.96	5.69	92.6
158	75	1.78	1.89	95.71
159	75	0.4	5.28	93.7
160	75	2.12	1.74	95.46
161	75	0.41	3.41	95.48
162	75	1.69	1.86	95.79
163	75	0.48	2.32	96.73
164	75	1.28	0.88	97.84
165	75	0	1.71	98.1
166	75	0.69	0	99.31
167	75	99.92	0	0
168	75	0.84	99.16	0
169	75	99.69	0	0
170	75	0	100	0
171	75	99.97	0	0
172	75	0.05	99.65	0
173	75	1.07	0.29	98.59
174	75	0	1.68	98.32
175	75	99.93	0	0
108	76	0	0	0
110	76	0	0	0
111	76	0	0	0
112	76	0	0	0
113	76	0	0	0
114	76	0	0	0
115	76	0	0	0
116	76	0	0	0
117	76	0	0	0
118	76	0	0	0
119	76	0	0	0
120	76	0	0	0
121	76	0	0	0
122	76	0	0	0
123	76	0	0	0
124	76	0	0	0
125	76	0	0	0
126	76	0	0	0
127	76	0.39	0	0
128	76	4.74	0	0
129	76	10.13	0.01	0
130	76	26.38	0	0
131	76	40.91	3.04	0
132	76	65.71	0.05	0
133	76	33.38	1.69	0
134	76	88.59	0.11	0
135	76	70.42	2.8	0
136	76	87.23	0.11	0
137	76	79.13	2.96	0
138	76	87.3	0.29	0
139	76	58.94	3.19	0
140	76	79.62	0.36	0
141	76	72.1	4.27	0
142	76	76.68	0.61	0
143	76	65.05	9.36	0.01
144	76	83.13	1.29	0.02
145	76	62.83	20.21	0.13
146	76	88.64	2.5	0.21
147	76	49.94	42.05	0.47
148	76	85.78	4.01	0.6
149	76	40.74	46.73	0.87
150	76	82.9	9.02	1.3
151	76	21.74	72.67	2.11
152	76	57.37	37.49	2.71
153	76	12.86	79.75	4.66
154	76	21.32	65.88	11.08
155	76	3.41	46.99	45.29
156	76	11.41	28.53	58.57
157	76	4.42	29.79	64.7
158	76	8.32	11.21	79.15
159	76	1.7	14.83	80.11
160	76	9.19	8.44	80.82
161	76	2.34	14.68	81.92
162	76	10.21	8.24	80.24
163	76	1.56	11.01	86.74
164	76	3.33	3.87	92.31
165	76	0.11	3.34	95.22
166	76	1.82	0.51	97.67
167	76	99.39	0	0
168	76	2.74	97.05	0
169	76	0	1.18	98.82
170	76	100	0	0
171	76	99.46	0	0
172	76	0.94	94.38	0
173	76	3.98	0.93	93.22
174	76	0.28	6.7	93.03
175	76	99.77	0	0
176	76	3.27	96.73	0
177	76	99.12	0	0
113	77	0	0	0
114	77	0	0	0
115	77	0	0	0
116	77	0	0	0
117	77	0	0	0
118	77	0	0	0
119	77	0	0	0
120	77	0	0	0
121	77	0	0	0
122	77	0	0	0
123	77	0	0	0
124	77	0	0	0
125	77	0	0	0
126	77	0	0	0
127	77	1.29	0	0
128	77	16.57	0	0
129	77	23.09	0.28	0
130	77	46.1	0	0
131	77	39.88	16.98	0
132	77	74.07	0.38	0
133	77	65.62	26.74	0
134	77	94.27	0.69	0
135	77	69.5	25.59	0
136	77	94.99	0.77	0
137	77	78.18	16.2	0
138	77	96.01	1.35	0
139	77	75.71	15.8	0
140	77	95.63	1.97	0.01
141	77	65.24	31.35	0.01
142	77	91.37	4.23	0.07
143	77	50.83	39.61	0.05
144	77	87.19	9.34	0.2
145	77	28.64	58.88	0.25
146	77	78.47	18.5	0.55
147	77	19.77	76.57	0.71
148	77	55.09	41.64	1.35
149	77	22.8	73.41	1.34
150	77	35.37	60.5	2.52
151	77	8.1	87.13	3.06
152	77	20.84	66.84	11.09
153	77	5.18	74.35	19.11
154	77	8.14	31.89	59.33
155	77	2.95	24.8	71.01
156	77	4.36	11.82	83.3
157	77	1.94	8.95	88.16
158	77	2.83	4.36	92.33
159	77	0.35	5.75	93.18
160	77	3.21	4.12	92.16
161	77	1.06	9.17	88.84
162	77	3.15	5.77	90.56
163	77	0.48	5.34	93.62
164	77	1.54	1.42	96.83
165	77	0.63	2.49	96.73
166	77	0.47	0.26	99.27
167	77	99.88	0	0
168	77	0	100	0
169	77	98.81	0	0
170	77	2.62	97.38	0
171	77	99.63	0	0
172	77	4.26	94.43	0
173	77	0.06	1.21	98.57
174	77	0.6	0.04	99.36
175	77	0	1.3	98.63
176	77	0.41	0	99.59
177	77	99.76	0	0
178	77	3.89	90.63	0
179	77	0.17	10.12	89.59
112	78	0	0	0
114	78	0	0	0
116	78	0	0	0
117	78	0	0	0
118	78	0	0	0
119	78	0	0	0
120	78	0	0	0
121	78	0	0	0
122	78	0	0	0
123	78	0	0	0
124	78	0	0	0
125	78	0	0	0
126	78	0	0	0
127	78	0	0	0
128	78	0.07	0	0
129	78	1.51	0	0
130	78	9.52	0	0
131	78	14.92	0	0
132	78	44.51	0	0
133	78	45.49	0.02	0
134	78	58.44	0	0
135	78	42.7	0.05	0
136	78	56.71	0	0
137	78	45.3	0.13	0
138	78	60.29	0	0
139	78	30.6	0.24	0
140	78	47.59	0	0
141	78	45.8	0.53	0
142	78	45.2	0.01	0
143	78	49.39	0.79	0
144	78	64.97	0.07	0
145	78	61.05	1.82	0
146	78	69.86	0.28	0
147	78	74.63	4.45	0
148	78	77.4	0.82	0
149	78	65.58	9.43	0.03
150	78	83.81	1.6	0.1
151	78	57.31	31.45	0.29
152	78	85.61	3.72	0.48
153	78	29.61	61.18	1.09
154	78	66.53	29.12	1.41
155	78	11.21	79.41	3.21
156	78	37.24	55.6	4.25
157	78	4.66	81.27	9.82
158	78	19.43	68.89	9.87
159	78	4.35	74.62	19.28
160	78	15.92	61.42	21.05
161	78	5.21	69.98	21.22
162	78	18.2	54.68	25.51
163	78	3.4	51.95	43.4
164	78	6.52	8.6	83.78
165	78	1.66	4.7	92.37
166	78	0	0.31	99.69
167	78	98.15	0	0
168	78	2.6	94.57	0
169	78	1.33	2.13	93.14
170	78	2.79	0.88	93.6
171	78	1.27	2.65	93.51
172	78	1.72	0.37	93.65
173	78	3.24	1.57	94.21
174	78	2.14	1.65	93.21
175	78	0.14	4.06	94.36
176	78	2.62	1.07	94.4
177	78	0.79	0.38	95.07
178	78	6.69	0.39	92.72
179	78	0.01	6.71	90.66
180	78	0	0.15	99.85
181	78	99.5	0	0
182	78	4.45	95.55	0
117	79	0	0	0
118	79	0	0	0
119	79	0	0	0
120	79	0	0	0
121	79	0	0	0
122	79	0	0	0
123	79	0	0	0
124	79	0	0	0
125	79	0	0	0
126	79	0	0	0
127	79	0	0	0
128	79	4.25	0	0
129	79	5.22	0	0
130	79	25.78	0	0
131	79	18.99	0	0
132	79	68.12	0	0
133	79	60.49	0.53	0
134	79	84.1	0	0
135	79	75.37	0.46	0
136	79	93.59	0	0
137	79	90.02	1.59	0
138	79	94.48	0.02	0
139	79	72.95	2.55	0
140	79	91.24	0.04	0
141	79	81.47	3.59	0
142	79	92.74	0.14	0
143	79	77.69	5.99	0
144	79	94.53	0.61	0
145	79	68.85	14.83	0
146	79	93.5	1.35	0
147	79	57.37	30.47	0.01
148	79	92.5	4.18	0.05
149	79	56.77	37.69	0.09
150	79	82.72	14.98	0.29
151	79	31.01	66.78	0.45
152	79	50.46	46.64	1.03
153	79	15.15	81.45	1.54
154	79	26.03	65.22	7.87
155	79	3.63	79.09	13.25
156	79	11.01	46.96	41.28
157	79	2.86	52.94	41.15
158	79	8.16	22.99	68.19
159	79	2.65	30.8	64.55
160	79	8	15.18	76.17
161	79	2.51	25.43	70.41
162	79	9.85	11.73	77.84
163	79	0.66	14.74	83.79
164	79	3.14	3.95	91.88
165	79	0.08	2.22	97.7
166	79	97.57	0	0
167	79	0.43	96.34	0
168	79	2.45	0.64	94.28
169	79	0.63	2.3	94.48
170	79	2.41	0.82	93.92
171	79	0.46	2.82	93.17
172	79	1.65	1.06	92.93
173	79	0.61	2.07	92.27
174	79	2.81	0.68	93.27
175	79	0.85	3.02	92.93
176	79	6.74	0.44	91.34
177	79	6.4	0.92	91.46
178	79	8.68	0.14	91.18
179	79	0	9.36	90.55
180	79	1.24	0.02	98.74
181	79	99.87	0	0
182	79	1.81	98.19	0
183	79	99.83	0	0
184	79	1.15	98.85	0
116	80	0	0	0
118	80	0	0	0
119	80	0	0	0
120	80	0	0	0
121	80	0	0	0
122	80	0	0	0
123	80	0	0	0
124	80	0	0	0
125	80	0	0	0
126	80	0	0	0
127	80	0	0	0
128	80	0	0	0
129	80	0	0	0
130	80	0	0	0
131	80	0.81	0	0
132	80	2.34	0	0
133	80	12.03	0	0
134	80	7.5	0	0
135	80	3.23	0	0
136	80	9.22	0	0
137	80	14.89	0	0
138	80	6.56	0	0
139	80	12.35	0	0
140	80	22.63	0	0
141	80	24.12	0.01	0
142	80	12.9	0	0
143	80	21.94	0	0
144	80	28.01	0	0
145	80	37.63	0.06	0
146	80	41.16	0	0
147	80	45.37	0.26	0
148	80	51.93	0.02	0
149	80	49.6	0.51	0
150	80	65.58	0.17	0
151	80	75.04	2.87	0
152	80	77.7	0.54	0
153	80	65.4	15.46	0.07
154	80	86.15	4.41	0.19
155	80	28.46	60.25	0.53
156	80	82.11	10.27	0.7
157	80	18.44	73.09	1.11
158	80	75.7	17.82	1.19
159	80	14.32	80.14	1.81
160	80	69.33	23.99	1.77
161	80	7.92	43	47.7
162	80	6.68	25.75	57.85
163	80	12.23	9.18	72.82
164	80	8.98	85.81	3.61
165	80	1.07	72.52	24.55
166	80	2.51	65.02	30.78
167	80	1.46	20.44	76.38
168	80	2.8	36.73	58.72
169	80	1.33	20.67	75.98
170	80	3.37	9.86	84.92
171	80	1.31	3.87	93.24
172	80	3.08	1.85	93.37
173	80	1.23	3.78	92.68
174	80	2.7	1.6	93.96
175	80	0.97	3	94.78
176	80	2.45	1.23	94.75
177	80	0.69	2.8	94.71
178	80	3.31	0.87	94.79
179	80	0.09	3.49	92.79
180	80	3.04	0.21	94.36
181	80	1.94	2.76	94.88
182	80	4.91	1.02	94.07
183	80	0	3.14	96.51
184	80	3.28	0	96.72
185	80	99.93	0	0
186	80	0	100	0
122	81	0	0	0
123	81	0	0	0
124	81	0	0	0
125	81	0	0	0
126	81	0	0	0
127	81	0	0	0
128	81	0	0	0
129	81	0.01	0	0
130	81	0.04	0	0
131	81	0.56	0	0
132	81	13.26	0	0
133	81	10.38	0	0
134	81	55.24	0	0
135	81	55.36	0	0
136	81	80.95	0	0
137	81	66.45	0	0
138	81	91.17	0	0
139	81	83.48	0.03	0
140	81	93.77	0	0
141	81	59.56	0.53	0
142	81	70.24	0	0
143	81	50.6	0.06	0
144	81	82.69	0	0
145	81	77.52	0.76	0
146	81	84.24	0.02	0
147	81	66.74	2.87	0
148	81	85.43	0.3	0
149	81	71.2	8.02	0
150	81	89.48	1.18	0
151	81	56.67	36.94	0
152	81	91.04	5.57	0.03
153	81	36.37	58.49	0.15
154	81	49.93	47.78	0.56
155	81	12.3	79.64	1.16
156	81	32.06	63.36	3.18
157	81	6.29	85.25	3.16
158	81	24.08	69.94	4.69
159	81	5.04	87.08	3.62
160	81	5.47	90.66	3.36
161	81	0.94	6.2	92.67
162	81	1.29	2.55	95.45
163	81	1.1	1.66	96.13
164	81	2	62.62	34.68
165	81	0.89	58.41	39.68
166	81	2.12	3.71	93.45
167	81	0.47	4.09	94.27
168	81	2.29	0.81	95.75
169	81	0.91	2.45	95.27
170	81	2.14	1.03	95.55
171	81	0.48	2.64	95.44
172	81	1.95	0.93	95.4
173	81	0.5	2.32	95.33
174	81	1.81	0.82	95.14
175	81	0.28	2.12	94.69
176	81	1.49	0.85	95.6
177	81	0.37	1.96	94.98
178	81	2.21	0.61	93.85
179	81	0.82	1.67	92.99
180	81	1.18	0.96	92.77
181	81	0.12	1.25	93.73
182	81	6.99	0.15	92.86
183	81	0	6.7	93.23
184	81	6.15	0	93.85
185	81	99.95	0	0
186	81	0	100	0
187	81	100	0	0
188	81	100	0	0
122	82	0	0	0
124	82	0	0	0
125	82	0	0	0
126	82	0	0	0
127	82	0	0	0
128	82	0	0	0
129	82	0	0	0
130	82	0	0	0
131	82	0	0	0
132	82	0	0	0
133	82	0	0	0
134	82	0	0	0
135	82	0	0	0
136	82	0	0	0
137	82	0	0	0
138	82	0	0	0
139	82	0.1	0	0
140	82	0.89	0	0
141	82	0.74	0	0
142	82	0.64	0	0
143	82	2.99	0	0
144	82	3.69	0	0
145	82	6.99	0	0
146	82	12.2	0	0
147	82	19.25	0	0
148	82	24.75	0	0
149	82	24.85	0	0
150	82	39.41	0	0
151	82	53.78	0.1	0
152	82	54.93	0.02	0
153	82	63.55	1.34	0
154	82	79.53	0.31	0
155	82	65.44	13.95	0
156	82	85.16	1.32	0.03
157	82	57.62	28.14	0.08
158	82	88.86	1.75	0.12
159	82	52.28	39.38	0.23
160	82	96.51	1.49	0.83
161	82	1.67	96.85	0.98
162	82	42.13	55.36	1
163	82	24.13	72.85	1.25
164	82	97.24	0.39	0.88
165	82	3.25	93.85	1.29
166	82	90.05	6.88	1.5
167	82	1.56	95.13	1.66
168	82	48.1	48.03	2.04
169	82	1.34	93.63	3.14
170	82	6.96	88.74	2.66
171	82	1.08	64.24	32.77
172	82	2.33	53.55	42.41
173	82	1.03	15.35	81.86
174	82	2.17	6.43	89.75
175	82	0.91	2.82	94.5
176	82	2.25	1.41	94.59
177	82	1.19	1.96	95.46
178	82	2.74	0.88	95.07
179	82	1.08	2.15	95.31
180	82	2.25	0.78	95.51
181	82	0.6	2.22	96.22
182	82	2.31	1.09	95.41
183	82	0.78	1.85	97.05
184	82	3.08	0.27	96.65
185	82	87.43	0	0
186	82	0	100	0
187	82	100	0	0
188	82	100	0	0
189	82	100	0	0
190	82	100	0	0
191	82	100	0	0
126	83	0	0	0
127	83	0	0	0
128	83	0	0	0
129	83	0	0	0
130	83	0	0	0
131	83	0	0	0
132	83	0	0	0
133	83	0	0	0
134	83	0	0	0
135	83	0	0	0
136	83	0.06	0	0
137	83	0.01	0	0
138	83	2.5	0	0
139	83	1.08	0	0
140	83	11.07	0	0
141	83	12.09	0	0
142	83	22.2	0	0
143	83	17.07	0	0
144	83	44.14	0	0
145	83	29.1	0	0
146	83	57.15	0	0
147	83	43.1	0.01	0
148	83	66.18	0	0
149	83	59.87	0.14	0
150	83	79.01	0.01	0
151	83	79.37	2.89	0
152	83	88.87	0.41	0
153	83	65.73	23.36	0
154	83	89.01	7.22	0
155	83	28.56	62.25	0.04
156	83	69.11	28.21	0.18
157	83	16.61	75.63	0.23
158	83	57.22	40.24	0.44
159	83	14.56	79	0.47
160	83	93.99	3.72	1.76
161	83	1.65	95.74	1.96
162	83	87.29	10.15	2.15
163	83	0.97	96.28	2.14
164	83	1.6	81.22	17.06
165	83	0.14	69.47	29.38
166	83	16.98	20.62	61.89
167	83	1.07	96.46	1.58
168	83	3.37	80.86	15.16
169	83	1.33	81.53	16
170	83	2.5	41.53	55.53
171	83	1.03	11.47	86.68
172	83	2.29	1.87	95.4
173	83	0.96	7.59	90.64
174	83	2.37	1.12	96.31
175	83	0.13	2.82	96.44
176	83	2.04	0.44	97.09
177	83	0.46	2.4	96.55
178	83	1.89	1.17	96.58
179	83	0.47	2.02	97.16
180	83	1.46	0.82	97.35
181	83	0.37	1.57	97.79
182	83	1	0.88	97.91
183	83	0.09	0.8	98.98
184	83	0.55	0.14	99.31
185	83	94.31	0	0
186	83	0	100	0
187	83	84.3	0	0
188	83	0	100	0
189	83	100	0	0
190	83	0	100	0
191	83	100	0	0
192	83	0	100	0
193	83	100	0	0
131	84	0	0	0
132	84	0	0	0
133	84	0	0	0
134	84	0	0	0
135	84	0	0	0
136	84	0	0	0
137	84	0	0	0
138	84	0	0	0
139	84	0	0	0
140	84	0	0	0
141	84	0	0	0
142	84	0	0	0
143	84	0	0	0
144	84	0.08	0	0
145	84	0.38	0	0
146	84	1.09	0	0
147	84	2.58	0	0
148	84	5.92	0	0
149	84	10.5	0	0
150	84	23.53	0	0
151	84	25.6	0	0
152	84	38.85	0.02	0
153	84	59.07	0	0
154	84	61.16	1.24	0
155	84	71.18	0.05	0
156	84	71.1	2.46	0
157	84	76.04	0.17	0
158	84	77.14	2.79	0
159	84	77.73	0.41	0
160	84	74.37	5.34	0
161	84	77.99	1.2	0.02
162	84	95.19	3.33	0.39
163	84	93.16	5.67	0.47
164	84	1.4	96.08	0.7
165	84	97.37	0.15	0.78
166	84	31.32	66.22	0.52
167	84	96.77	0.48	0.7
168	84	11.3	85.4	1.07
169	84	87.87	8.77	1.28
170	84	1.83	93.86	2.06
171	84	27.14	68.75	1.84
172	84	3.57	90.84	3.45
173	84	7.78	87.4	4.18
174	84	0.4	79.28	18.81
175	84	2.74	1.34	94.17
176	84	1.27	31.93	65.12
177	84	2.83	9.46	86.24
178	84	1.1	2.72	95.11
179	84	2.39	0.92	95.42
180	84	1.05	2.03	96.34
181	84	2.39	0.94	95.72
182	84	0.54	1.88	97.2
183	84	2.52	0.69	96.39
184	84	0.05	1.81	85.9
185	84	0	0	100
186	84	84.38	0	0
187	84	0	100	0
188	84	100	0	0
189	84	0	100	0
190	84	86.76	0	0
191	84	0	100	0
192	84	99.85	0	0
193	84	0	100	0
194	84	99.89	0	0
127	85	0	0	0
129	85	0	0	0
131	85	0	0	0
132	85	0	0	0
133	85	0	0	0
134	85	0	0	0
135	85	0	0	0
136	85	0	0	0
137	85	0	0	0
138	85	0	0	0
139	85	0	0	0
140	85	0	0	0
141	85	0	0	0
142	85	0.12	0	0
143	85	0.29	0	0
144	85	2.38	0	0
145	85	2.18	0	0
146	85	9.96	0	0
147	85	8.23	0	0
148	85	19.49	0	0
149	85	20.04	0	0
150	85	40.67	0	0
151	85	60.77	0.01	0
152	85	57.83	0	0
153	85	70.57	0.76	0
154	85	92.8	0.22	0
155	85	64.48	20.57	0
156	85	93.05	0.91	0
157	85	44.26	49.85	0
158	85	91.48	3.43	0
159	85	32.38	57.85	0
160	85	87.85	6.46	0.02
161	85	27.9	61.93	0.03
162	85	68.68	27.19	0.16
163	85	10.57	87.74	0.87
164	85	92.17	6.01	1.28
165	85	1.1	97.65	0.77
166	85	2.43	91.46	5.38
167	85	1.76	86.34	9.87
168	85	51.15	46.89	0.81
169	85	2.27	95.18	1.1
170	85	10.07	87.84	1.33
171	85	1.79	94.09	2.64
172	85	9.36	59.9	29.68
173	85	1.46	93.53	3.59
174	85	3.22	12.53	84.01
175	85	0.16	8.38	90.52
176	85	3.46	0.47	95.46
177	85	1.34	4.17	93.56
178	85	3	1.28	95.23
179	85	0.63	3.06	95.71
180	85	2.07	1.3	96.15
181	85	0.44	2.19	96.88
182	85	1.82	1.31	96.48
183	85	0.34	1.6	97.8
184	85	1.03	1.51	97.27
185	85	0.09	4.55	84.81
186	85	0	1.59	98.41
187	85	99.91	0	0
188	85	0	100	0
189	85	92.51	0	0
190	85	0	100	0
191	85	99.96	0	0
192	85	0	100	0
193	85	99.94	0	0
194	85	0.05	99.95	0
195	85	99.94	0	0
196	85	0	100	0
197	85	99.97	0	0
133	86	0	0	0
135	86	0	0	0
137	86	0	0	0
138	86	0	0	0
139	86	0	0	0
140	86	0	0	0
141	86	0	0	0
142	86	0	0	0
143	86	0	0	0
144	86	0	0	0
145	86	0	0	0
146	86	0	0	0
147	86	0	0	0
148	86	0	0	0
149	86	0.07	0	0
150	86	0.25	0	0
151	86	2.26	0	0
152	86	2.76	0	0
153	86	12.84	0	0
154	86	31.66	0	0
155	86	42.11	0.02	0
156	86	44.98	0	0
157	86	53.43	0.08	0
158	86	57.69	0	0
159	86	62.8	0.17	0
160	86	59.06	0.01	0
161	86	65.23	0.4	0
162	86	66.81	0.06	0
163	86	76.66	1.22	0
164	86	95.1	0.91	0.01
165	86	17.14	81.93	0.18
166	86	96.05	1.48	0.21
167	86	90.75	4.91	0.29
168	86	96.18	0.42	0.02
169	86	84.75	11.85	0.07
170	86	96.29	0.69	0.15
171	86	25.17	71.42	0.44
172	86	85.4	7.51	0.25
173	86	49.91	45.8	1.63
174	86	53	44.36	1.44
175	86	0.75	95.69	1.69
176	86	20.47	57.53	18.68
177	86	1.88	92.12	2.88
178	86	12.74	82.31	3.14
179	86	1.57	75.11	22.2
180	86	2.59	10.23	85.42
181	86	1.34	2.26	95.33
182	86	2.81	1.36	94.3
183	86	1.14	2.04	96.27
184	86	1.83	1.01	95.31
185	86	0.37	2.7	85.15
186	86	6.96	1.14	91.9
187	86	85.47	0	0
188	86	0	100	0
189	86	84.99	0	0
190	86	0	100	0
191	86	99.57	0	0
192	86	1.57	98.43	0
193	86	98.83	0	0
194	86	1.19	98.81	0
195	86	99.79	0	0
196	86	0	100	0
197	86	99.43	0	0
198	86	0	100	0
199	86	100	0	0
200	86	99.15	0	0
131	87	0	0	0
133	87	0	0	0
134	87	0	0	0
135	87	0	0	0
136	87	0	0	0
137	87	0	0	0
138	87	0	0	0
139	87	0	0	0
140	87	0	0	0
141	87	0	0	0
142	87	0	0	0
143	87	0	0	0
144	87	0	0	0
145	87	0	0	0
146	87	0.28	0	0
147	87	0.42	0	0
148	87	5.39	0	0
149	87	3.44	0	0
150	87	24.28	0	0
151	87	28.96	0	0
152	87	27.51	0	0
153	87	39.06	0	0
154	87	69.78	0	0
155	87	61.88	2.11	0
156	87	85.29	0.02	0
157	87	77.31	8.51	0
158	87	89.53	0.07	0
159	87	66.93	17.43	0
160	87	88.3	0.17	0
161	87	58.27	23.81	0
162	87	85.11	0.62	0
163	87	40.28	50.15	0
164	87	97.78	0.96	0.24
165	87	9.71	88.89	0.44
166	87	10.41	88.71	0.32
167	87	1.17	95.14	0.71
168	87	92.95	4.36	0.4
169	87	12.43	84.84	0.21
170	87	63.02	35.08	0.39
171	87	3.39	93.57	0.71
172	87	37.16	60.43	1.01
173	87	4.31	91.23	2.12
174	87	6.91	78.74	13.83
175	87	0.39	76.66	21.54
176	87	5.74	0.77	92.3
177	87	2.92	71.44	23.64
178	87	4.98	18.68	75.68
179	87	0.88	7.73	90.44
180	87	3.23	1.69	94.41
181	87	0.6	3.13	95.38
182	87	3.1	1.64	94.62
183	87	0.51	2.73	96.18
184	87	2.29	1.27	95.69
185	87	10.07	2.12	87.63
186	87	2.61	0.21	97.18
187	87	99.88	0	0
188	87	0	100	0
189	87	99.94	0	0
190	87	0	100	0
191	87	99.93	0	0
192	87	0.74	99.26	0
193	87	99.92	0	0
194	87	0.78	99.22	0
195	87	99.93	0	0
196	87	0.25	99.75	0
197	87	99.94	0	0
198	87	0	100	0
199	87	99.93	0	0
200	87	0	100	0
201	87	99.9	0	0
202	87	0	100	0
137	88	0	0	0
139	88	0	0	0
140	88	0	0	0
141	88	0	0	0
142	88	0	0	0
143	88	0	0	0
144	88	0	0	0
145	88	0	0	0
146	88	0	0	0
147	88	0	0	0
148	88	0	0	0
149	88	0	0	0
150	88	0	0	0
151	88	0	0	0
152	88	0	0	0
153	88	1.09	0	0
154	88	7.82	0	0
155	88	12.33	0	0
156	88	18.7	0	0
157	88	22.3	0	0
158	88	28.89	0	0
159	88	34.97	0	0
160	88	34.25	0	0
161	88	41.77	0	0
162	88	46.8	0	0
163	88	61.5	0.1	0
164	88	69.48	0.02	0
165	88	92.75	0.7	0
166	88	98.04	0.23	0
167	88	41.23	50.72	0
168	88	85.75	0.06	0
169	88	89.61	0.41	0
170	88	94.4	0.18	0
171	88	90.13	4.97	0
172	88	80.62	0.44	0
173	88	89.53	1.99	0.12
174	88	97.32	0.71	0.33
175	88	2.41	94.32	0.54
176	88	84.5	8.2	0.95
177	88	14.43	79.74	1.23
178	88	74.27	20.18	1.63
179	88	1.96	93.89	2.25
180	88	3.41	87.17	7.14
181	88	1.53	62.11	34.63
182	88	3.41	32.13	62.14
183	88	1.63	16.5	80.83
184	88	2.42	1.17	94.14
185	88	1.55	2.73	84.8
186	88	7.68	1.74	90.57
187	88	86.14	0	0
188	88	10.84	89.16	0
189	88	99.7	0	0
190	88	1.71	98.12	0
191	88	0.1	1.62	97.72
192	88	2.77	0.24	97
193	88	0.02	2.23	96.09
194	88	3.14	0	96.86
195	88	0.01	2.77	96.96
196	88	2.77	0.52	96.71
197	88	98.49	0	0
198	88	0.14	99.86	0
199	88	99.47	0	0
200	88	2.82	97.03	0
201	88	0.03	0.1	99.76
202	88	0	0	100
203	88	98.99	0	0
204	88	0.44	96.14	0
135	89	0	0	0
137	89	0	0	0
138	89	0	0	0
139	89	0	0	0
140	89	0	0	0
141	89	0	0	0
142	89	0	0	0
143	89	0	0	0
144	89	0	0	0
145	89	0	0	0
146	89	0	0	0
147	89	0	0	0
148	89	0	0	0
149	89	0	0	0
150	89	0.15	0	0
151	89	0.71	0	0
152	89	4.28	0	0
153	89	12.45	0	0
154	89	37.35	0	0
155	89	31.63	0	0
156	89	69.91	0	0
157	89	56.14	0.04	0
158	89	64.86	0	0
159	89	68.83	0.28	0
160	89	73.93	0	0
161	89	65.85	0.81	0
162	89	71.62	0.01	0
163	89	70.04	12.84	0
164	89	89.6	0.6	0
165	89	60.47	34.96	0.01
166	89	96.29	1.86	0.08
167	89	20.23	74.97	0.09
168	89	72.82	20.18	0.06
169	89	55.55	37.1	0.05
170	89	94.23	0.93	0.01
171	89	16.5	80.24	0.05
172	89	71.63	24.19	0.01
173	89	18.88	77.15	0.51
174	89	18	80.49	0.6
175	89	1.89	95.11	0.83
176	89	25.18	36.47	36.4
177	89	10.76	85.08	1.4
178	89	7.9	82.08	8.56
179	89	2.26	82.2	14.11
180	89	5.04	2.53	91.47
181	89	1.39	3.94	93.33
182	89	5.05	2	91.98
183	89	0.94	3.92	94.07
184	89	3.65	1.79	93.43
185	89	9.57	3.82	85.89
186	89	4.17	5.95	89.88
187	89	95.92	0	0
188	89	5.26	94.74	0
189	89	99.9	0	0
190	89	1.11	98.34	0
191	89	0.65	2.07	97.09
192	89	1.47	1.85	96.67
193	89	0.04	2.7	97.15
194	89	1.21	0.06	98.67
195	89	0.03	1.42	98.47
196	89	1.04	0.02	98.95
197	89	99.93	0	0
198	89	0.46	99.54	0
199	89	99.42	0	0
200	89	0.81	99.19	0
201	89	100	0	0
202	89	100	0	0
203	89	99.92	0	0
204	89	0.28	98.87	0
205	89	0.6	0.28	99.07
206	89	0	0.82	99.18
141	90	0	0	0
142	90	0	0	0
143	90	0	0	0
144	90	0	0	0
145	90	0	0	0
146	90	0	0	0
147	90	0	0	0
148	90	0	0	0
149	90	0	0	0
150	90	0	0	0
151	90	0	0	0
152	90	0	0	0
153	90	0	0	0
154	90	0	0	0
155	90	0.37	0	0
156	90	1.77	0	0
157	90	1.32	0	0
158	90	3.23	0	0
159	90	6.89	0	0
160	90	6.02	0	0
161	90	10.85	0	0
162	90	15.44	0	0
163	90	35.32	0	0
164	90	49.32	0	0
165	90	64.23	0.05	0
166	90	83.72	0.06	0
167	90	75.4	0.38	0
168	90	94.29	0.01	0
169	90	70.94	0.13	0
170	90	82.5	0	0
171	90	86.62	0.34	0
172	90	74.84	0.01	0
173	90	78.64	0.97	0
174	90	96.43	0.3	0
175	90	12.53	82.25	0
176	90	88.51	0.44	0.14
177	90	69.91	22.34	0.04
178	90	92.41	1.13	0.13
179	90	4.01	92.37	0.72
