N	Z	Q(b2n)
141	99	1010
150	91	-7027
149	92	-9258.24
148	93	-10470.73
147	94	-12577.847
146	95	-14354.884
145	96	-16690
144	97	-18354
143	98	-20371
142	99	1010
141	100	1010
150	92	-9839.82
149	93	-8851.24
148	94	-12936.031
147	95	-12398.322
146	96	-17003
145	97	-16397.75
144	98	-20955
143	99	1010
142	100	1010
151	92	-8004
150	93	-9222.64
149	94	-11322.857
148	95	-12669.903
147	96	-14992.591
146	97	-16778
145	98	-19015
144	99	-20521
143	100	1010
151	93	-7659.39
150	94	-11805.696
149	95	-11066.91
148	96	-15423.85
147	97	-14813.669
146	98	-19464
145	99	-18515
144	100	1010
152	93	-7949.05
151	94	-10139.383
150	95	-11424.147
149	96	-13829.122
148	97	-15318.296
147	98	-17504
146	99	-19139
145	100	1010
144	101	1010
152	94	-10627
151	95	-9600.87
150	96	-14239.72
149	97	-13653.375
148	98	-18077
147	99	-17206
146	100	1010
145	101	1010
153	94	-8937
152	95	-9993.08
151	96	-12423.819
150	97	-14038.743
149	98	-16406.564
148	99	-17751
147	100	-19742
146	101	1010
153	95	-8197.78
152	96	-12717
151	97	-12153.62
150	98	-16805
149	99	-16030.42
148	100	-20359
147	101	1010
146	102	1010
154	95	-8573.68
153	96	-10882.051
152	97	-12395.971
151	98	-14996
150	99	-16640
149	100	-18559
148	101	1010
147	102	1010
154	96	-11233.236
153	97	-10431.053
152	98	-15272
151	99	-14814
150	100	-19218
149	101	-18132
148	102	1010
155	96	-9343.88
154	97	-10639.27
153	98	-13183.219
152	99	-15149.623
151	100	-17422.904
150	101	-18958
149	102	1010
148	103	1010
156	96	-10038
155	97	-8779.35
154	98	-13334
153	99	-12920.756
152	100	-17957
151	101	-17196
150	102	1010
149	103	1010
156	97	-9350.69
155	98	-11353.9
154	99	-13081.912
153	100	-15761
152	101	-17818
151	102	-19511
150	103	1010
149	104	1010
157	97	-7784.85
156	98	-12095.853
155	99	-10968.06
154	100	-15749
153	101	-15560.12
152	102	-20156
151	103	1010
150	104	1010
157	98	-10346.7
156	99	-11400.97
155	100	-13516.376
154	101	-15658.216
153	102	-17912.066
152	103	-19752
151	104	1010
150	105	1010
158	98	-11094
157	99	-9859.62
156	100	-14109
155	101	-13410.36
154	102	-18191.67
153	103	-17594.086
152	104	1010
151	105	1010
158	99	-10539.86
157	100	-12396.23
156	101	-13952.712
155	102	-15840
154	103	-17867
153	104	-20008
152	105	1010
159	99	-8928
158	100	-13172
157	101	-12278
156	102	-16409
155	103	-15582.06
154	104	-20299
153	105	1010
152	106	1010
159	100	-11434
158	101	-12768
157	102	-14639
156	103	-16157
155	104	-17989
154	105	1010
153	106	1010
160	100	-12066
159	101	-11070
158	102	-15314
157	103	-14208
156	104	-18792
155	105	-17713
154	106	1010
153	107	1010
160	101	-11675
159	102	-13540
158	103	-14943
157	104	-16812
156	105	-18452
155	106	1010
154	107	1010
161	101	-10128
160	102	-14318
159	103	-13188
158	104	-17421
157	105	-16433.82
156	106	-21100
155	107	1010
161	102	-12574
160	103	-13734
159	104	-15604
158	105	-17037
157	106	-19087
156	107	1010
155	108	1010
162	102	-13236
161	103	-12160
160	104	-16323
159	105	-15148
158	106	-19902
157	107	1010
156	108	1010
162	103	-12697
161	104	-14564
160	105	-15845
159	106	-16841
158	107	-19504
157	108	1010
156	109	1010
163	103	-10598
162	104	-15428
161	105	-14188
160	106	-18581
159	107	-17597.89
158	108	1010
157	109	1010
163	104	-13184
162	105	-14865
161	106	-16661
160	107	-18277
159	108	-20169
158	109	1010
157	110	1010
164	104	-13406
163	105	-12700
162	106	-17449
161	107	-16473
160	108	-21275
159	109	1010
158	110	1010
164	105	-12833
163	106	-15095
162	107	-17313
161	108	-19343
160	109	-20750
159	110	1010
165	105	-10588
164	106	-15458
163	107	-14747
162	108	-20203
161	109	-19077
160	110	1010
165	106	-12866
164	107	-14743
163	108	-17681
162	109	-19877
161	110	1010
166	106	-13789
165	107	-12441
164	108	-17850
163	109	-17240
162	110	1010
161	111	1010
167	106	-12115
166	107	-13283
165	108	-15272
164	109	-17583
163	110	1010
162	111	1010
167	107	-11436
166	108	-16238
165	109	-15001
164	110	-19741
163	111	1010
168	107	-12425
167	108	-14029
166	109	-15901
165	110	-17161
164	111	1010
168	108	-15016
167	109	-14109
166	110	-18218
165	111	1010
164	112	1010
169	108	-13275
168	109	-14993
167	110	-16167
166	111	1010
165	112	1010
169	109	-13086
168	110	-17348
167	111	-16065
166	112	1010
165	113	1010
170	109	-14130
169	110	-15185
168	111	-16999
167	112	1010
166	113	1010
170	110	-16312
169	111	-15227
168	112	-19338
167	113	1010
171	110	-14476
170	111	-16312
169	112	-17264
168	113	1010
171	111	-14306
170	112	-18409
169	113	1010
172	111	-15399
171	112	-16339
170	113	1010
172	112	-17555
171	113	1010
173	112	-15633
172	113	1010
171	114	1010
173	113	-1888
172	114	1010
174	113	-16379
173	114	1010
172	115	1010
174	114	1010
173	115	1010
175	114	-16408
174	115	1010
173	116	1010
175	115	-2480
174	116	1010
176	115	-17159
175	116	1010
174	117	1010
176	116	1010
175	117	1010
177	116	-17119
176	117	1010
175	118	1010
177	117	1010
176	118	1010
177	118	1010
		
		
