N	Z	Q(b4n)
144	94	-31488.343
143	95	1010
142	96	-29731
141	97	1010
140	98	1010
149	90	-18766.51
148	91	-20843.67
147	92	-23763.049
146	93	-26165.137
145	94	-29203.117
144	95	-31831.875
143	96	1010
142	97	-30063
141	98	1010
140	99	1010
149	91	-18829.77
148	92	-23936.676
147	93	-23851.917
146	94	-29131.74
145	95	-29504.679
144	96	1010
143	97	-27544
142	98	1010
141	99	1010
150	91	-18802.73
149	92	-21856.87
148	93	-24058.23
147	94	-26937.847
146	95	-29415.884
145	96	-32525
144	97	1010
143	98	-30609
142	99	1010
141	100	1010
150	92	-22024.55
149	93	-21914.02
148	94	-27009.031
147	95	-27145.072
146	96	-32543
145	97	1010
144	98	-30894
143	99	1010
142	100	1010
151	92	-19906.52
150	93	-21885.07
149	94	-24807.857
148	95	-27147.903
147	96	-30250.591
146	97	-32683
145	98	-29374
144	99	-31575.39
143	100	1010
151	93	-20153.6
150	94	-24967.696
149	95	-25116.92
148	96	-30340.85
147	97	-30389.669
146	98	-29534
145	99	-29234.05
144	100	1010
152	93	-20270.58
151	94	-23157.763
150	95	-25171.147
149	96	-28352.122
148	97	-30637.296
147	98	1010
146	99	-29692.49
145	100	1010
144	101	1010
152	94	-23516.72
151	95	-23130.91
150	96	-28506.72
149	97	-28573.375
148	98	1010
147	99	-27421
146	100	1010
145	101	1010
153	94	-21404.44
152	95	-23418.75
151	96	-26355.819
150	97	-28694.743
149	98	-31884.564
148	99	-28325
147	100	-31109.78
146	101	1010
153	95	-21192.4
152	96	-26461
151	97	-26586.04
150	98	-31914
149	99	1010
148	100	-30552
147	101	1010
146	102	1010
154	95	-21094.26
153	96	-24427.051
152	97	-26691.971
151	98	-29842
150	99	1010
149	100	-29104.8
148	101	1010
147	102	1010
154	96	-24450.236
153	97	-24399.053
152	98	-29932
151	99	-30014
150	100	-29462.72
149	101	-28895.88
148	102	1010
155	96	-22149.88
154	97	-24348.52
153	98	-27593.219
152	99	-30223.623
151	100	1010
150	101	-29035
149	102	1010
148	103	1010
156	96	-22112
155	97	-22177.78
154	98	-27598
153	99	-27754.756
152	100	1010
151	101	-27639
150	102	1010
149	103	1010
156	97	-22098.33
155	98	-25288.9
154	99	-27714.912
153	100	-31055
152	101	1010
151	102	-29796
150	103	1010
149	104	1010
157	97	-19840.71
156	98	-25294.853
155	99	-25258.18
154	100	-30757
153	101	1010
152	102	-30790
151	103	1010
150	104	1010
157	98	-22819.7
156	99	-25096.29
155	100	-28288.376
154	101	-31027.216
153	102	1010
152	103	-30196
151	104	1010
150	105	1010
158	98	-23234
157	99	-22902.98
156	100	-28378
155	101	-28528.36
154	102	1010
153	103	-28424.086
152	104	1010
151	105	1010
158	99	-23239.3
157	100	-25879.23
156	101	-28558.712
155	102	-31507
154	103	-28495
153	104	-31211
152	105	1010
159	99	-21415
158	100	-26277
157	101	-26301.06
156	102	-31252
155	103	1010
154	104	-31327
153	105	1010
152	106	1010
159	100	-24331
158	101	-26416
157	102	-28999
156	103	1010
155	104	-28793
154	105	1010
153	106	1010
160	100	-24715
159	101	-24406
158	102	-29582
157	103	-29046
156	104	1010
155	105	-28903
154	106	1010
153	107	1010
160	101	-24858
159	102	-27424
158	103	-29639
157	104	1010
156	105	-29520
155	106	1010
154	107	1010
161	101	-23025
160	102	-27876
159	103	-27511.82
158	104	-32345
157	105	-27901.82
156	106	-33074
155	107	1010
161	102	-25854
160	103	-27693
159	104	-30385
158	105	1010
157	106	-30321
156	107	1010
155	108	1010
162	102	-26274
161	103	-25886
160	104	-30951
159	105	1010
158	106	-31542
157	107	1010
156	108	1010
162	103	-26232
161	104	-28846
160	105	-30804
159	106	1010
158	107	-30402
157	108	1010
156	109	1010
163	103	-23905
162	104	-29520
161	105	-28756.89
160	106	1010
159	107	-28985.89
158	108	1010
157	109	1010
163	104	-26916
162	105	-29256
161	106	-31692
160	107	1010
159	108	-30913
158	109	1010
157	110	1010
164	104	-26850
163	105	-27149
162	106	-32405
161	107	1010
160	108	-32345
159	109	1010
158	110	1010
164	105	-27038
163	106	-29717
162	107	-32539
161	108	-30191
160	109	-32203
159	110	1010
165	105	-24472
164	106	-30037
163	107	-29859
162	108	-31402
161	109	-30711
160	110	1010
165	106	-27218
164	107	-29774
163	108	-28735
162	109	-31455
161	110	1010
166	106	-27064
165	107	-27247
164	108	1010
163	109	-28123
162	110	1010
161	111	1010
167	106	-24853
166	107	-26990
165	108	1010
164	109	-28803
163	110	1010
162	111	1010
167	107	-24420
166	108	-30537
165	109	-26086
164	110	-31236
163	111	1010
168	107	-25333
167	108	-27551
166	109	-27245
165	110	-29253
164	111	1010
168	108	-28289
167	109	1010
166	110	-29489
165	111	1010
164	112	1010
169	108	-26503
168	109	1010
167	110	-27920
166	111	1010
165	112	1010
169	109	-26671
168	110	1010
167	111	-27730
166	112	1010
165	113	1010
170	109	-27570
169	110	1010
168	111	-29163
167	112	1010
166	113	1010
170	110	-30264
169	111	-27258
168	112	-32092
167	113	1010
171	110	-28262
170	111	-28747
169	112	-30287
168	113	1010
171	111	-26551
170	112	-31269
169	113	1010
172	111	-28133
171	112	-29636
170	113	1010
172	112	-30757
171	113	1010
173	112	-28533
172	113	1010
171	114	1010
173	113	1010
172	114	1010
174	113	-29413
173	114	1010
172	115	1010
174	114	1010
173	115	1010
175	114	-29537
174	115	1010
173	116	1010
175	115	1010
174	116	1010
176	115	-30410
175	116	1010
174	117	1010
176	116	1010
175	117	1010
177	116	-30468
176	117	1010
175	118	1010
177	117	1010
176	118	1010
177	118	1010
