N_stab	Z_stab	N	Z	N_P	Z_P	P1n	P2n	P3n	Ele_MOE
0	0	84	56	115	50	0	0.55	99.1	Sn
0	0	83	57	116	50	0.93	0	99.07	Sn
0	0	82	58	117	50	99.71	0	0	Sn
0	0	81	59	118	50	0.92	99.08	0	Sn
0	0	80	60	119	50	99.78	0	0	Sn
0	0	79	61	69	51	0	0	0	Sb
0	0	78	62	70	51	0	0	0	Sb
0	0	77	63	71	51	0	0	0	Sb
0	0	76	64	72	51	0	0	0	Sb
0	0	75	65	73	51	0	0	0	Sb
0	0	74	66	74	51	0	0	0	Sb
0	0	73	67	75	51	0	0	0	Sb
0	0	89	52	76	51	0	0	0	Sb
0	0	88	53	77	51	0	0	0	Sb
0	0	87	54	78	51	0	0	0	Sb
0	0	86	55	79	51	0	0	0	Sb
0	0	85	56	80	51	0	0	0	Sb
0	0	84	57	81	51	0	0	0	Sb
0	0	83	58	82	51	0	0	0	Sb
0	0	82	59	83	51	0.14	0	0	Sb
0	0	81	60	84	51	31.71	0	0	Sb
0	0	80	61	85	51	33.5	6.19	0	Sb
0	0	79	62	86	51	56.36	0.52	0	Sb
0	0	78	63	87	51	37.32	30.48	0	Sb
0	0	77	64	88	51	76.89	9.96	0.02	Sb
0	0	76	65	89	51	10.79	66.93	0.92	Sb
0	0	75	66	90	51	92.69	3.25	0.76	Sb
0	0	74	67	91	51	39.7	51.34	1.4	Sb
0	0	90	52	92	51	89.47	6.9	1.89	Sb
0	0	89	53	93	51	47.1	38.63	1.34	Sb
0	0	88	54	94	51	79.33	15.82	3.48	Sb
0	0	87	55	95	51	22	72.18	3.17	Sb
0	0	86	56	96	51	61.45	30.32	7.07	Sb
0	0	85	57	97	51	5.42	83.11	9.63	Sb
0	0	84	58	98	51	39.22	42.72	17.15	Sb
0	0	83	59	99	51	3.8	67.05	24.25	Sb
0	0	82	60	100	51	17.08	41.53	40.62	Sb
0	0	81	61	101	51	3.12	52.41	43.33	Sb
0	0	80	62	102	51	8.35	27.65	63.3	Sb
0	0	79	63	103	51	2.12	26.22	70.3	Sb
0	0	78	64	104	51	6.29	9.07	83.84	Sb
0	0	77	65	105	51	0.91	12.54	86.15	Sb
0	0	76	66	106	51	1.49	2.9	95.17	Sb
0	0	75	67	107	51	0.58	1.58	97.56	Sb
0	0	74	68	108	51	1.32	0.64	97.78	Sb
0	0	91	52	109	51	0.16	3.18	96.49	Sb
0	0	90	53	110	51	1.06	0.35	98.34	Sb
0	0	89	54	111	51	0.11	1.95	97.81	Sb
0	0	88	55	112	51	0.75	0.17	98.95	Sb
0	0	87	56	113	51	0.03	1.18	98.67	Sb
0	0	86	57	114	51	0.67	0.1	99.23	Sb
0	0	85	58	115	51	99.89	0	0	Sb
0	0	84	59	116	51	0.53	99.47	0	Sb
0	0	83	60	117	51	99.9	0	0	Sb
0	0	82	61	118	51	0.37	99.57	0	Sb
0	0	81	62	119	51	0	0.51	99.4	Sb
0	0	80	63	120	51	0.29	0.03	99.68	Sb
0	0	79	64	121	51	99.92	0	0	Sb
0	0	78	65	68	52	0	0	0	Te
0	0	77	66	70	52	0	0	0	Te
0	0	76	67	71	52	0	0	0	Te
0	0	75	68	72	52	0	0	0	Te
0	0	91	53	73	52	0	0	0	Te
0	0	90	54	74	52	0	0	0	Te
0	0	89	55	75	52	0	0	0	Te
0	0	88	56	76	52	0	0	0	Te
0	0	87	57	77	52	0	0	0	Te
0	0	86	58	78	52	0	0	0	Te
0	0	85	59	79	52	0	0	0	Te
0	0	84	60	80	52	0	0	0	Te
0	0	83	61	81	52	0	0	0	Te
0	0	82	62	82	52	0	0	0	Te
0	0	81	63	83	52	0	0	0	Te
0	0	80	64	84	52	2.43	0	0	Te
0	0	79	65	85	52	5.08	0	0	Te
0	0	78	66	86	52	1.5	0	0	Te
0	0	77	67	87	52	26.62	0	0	Te
0	0	76	68	88	52	10.43	0	0	Te
0	0	75	69	89	52	36.18	1.04	0	Te
0	0	92	53	90	52	12.75	0	0	Te
0	0	91	54	91	52	17.56	1.26	0	Te
0	0	90	55	92	52	25.94	0.08	0	Te
0	0	89	56	93	52	21.03	2.03	0	Te
0	0	88	57	94	52	35.52	0.65	0	Te
0	0	87	58	95	52	36.62	4.34	0.01	Te
0	0	86	59	96	52	49.82	2.36	0.07	Te
0	0	85	60	97	52	61.94	14.57	0.45	Te
0	0	84	61	98	52	80.83	4.33	0.77	Te
0	0	83	62	99	52	43.74	32.96	2.07	Te
0	0	82	63	100	52	76.08	7.27	3.17	Te
0	0	81	64	101	52	33.81	46.72	4.11	Te
0	0	80	65	102	52	68.19	19.16	5.42	Te
0	0	79	66	103	52	21.25	59.99	7.27	Te
0	0	78	67	104	52	39.77	40.9	9.79	Te
0	0	77	68	105	52	15.28	60.73	21.58	Te
0	0	76	69	106	52	19.88	39.29	39.69	Te
0	0	92	54	107	52	2.78	23.65	72.79	Te
0	0	91	55	108	52	12.42	11.54	74.98	Te
0	0	90	56	109	52	0.98	14.18	82.23	Te
0	0	89	57	110	52	7.17	8.34	83.51	Te
0	0	88	58	111	52	0.87	8.15	88.02	Te
0	0	87	59	112	52	3.69	4.18	91.43	Te
0	0	86	60	113	52	1.51	3.35	94.69	Te
0	0	85	61	114	52	2.48	1.22	95.77	Te
0	0	84	62	115	52	0.13	2.45	96.99	Te
0	0	83	63	116	52	1.67	1.75	96.08	Te
0	0	82	64	117	52	0.07	1.46	98.15	Te
0	0	81	65	118	52	1.04	0.43	98.3	Te
0	0	80	66	119	52	0.05	0.84	98.62	Te
0	0	79	67	120	52	1.3	0.21	98.49	Te
0	0	78	68	121	52	99.74	0	0	Te
0	0	77	69	122	52	0.92	99.08	0	Te
0	0	93	54	123	52	99.74	0	0	Te
0	0	92	55	124	52	0.77	98.82	0	Te
0	0	91	56	71	53	0	0	0	I
0	0	90	57	73	53	0	0	0	I
0	0	89	58	74	53	0	0	0	I
0	0	88	59	75	53	0	0	0	I
0	0	87	60	76	53	0	0	0	I
0	0	86	61	77	53	0	0	0	I
0	0	85	62	78	53	0	0	0	I
0	0	84	63	79	53	0	0	0	I
0	0	83	64	80	53	0	0	0	I
0	0	82	65	81	53	0	0	0	I
0	0	81	66	82	53	0	0	0	I
0	0	80	67	83	53	0	0	0	I
0	0	79	68	84	53	2.66	0	0	I
0	0	78	69	85	53	2.39	0	0	I
0	0	94	54	86	53	22.84	0	0	I
0	0	93	55	87	53	32.46	0.02	0	I
0	0	92	56	88	53	69.35	0	0	I
0	0	91	57	89	53	67.57	1.85	0	I
0	0	90	58	90	53	75.62	0.03	0	I
0	0	89	59	91	53	28.63	1.69	0	I
0	0	88	60	92	53	48.92	0.32	0	I
0	0	87	61	93	53	26.76	3.33	0	I
0	0	86	62	94	53	58.63	1.1	0	I
0	0	85	63	95	53	65.89	14.62	0.01	I
0	0	84	64	96	53	90.09	5.19	0.31	I
0	0	83	65	97	53	50.87	34.33	0.65	I
0	0	82	66	98	53	81.9	12.97	2.15	I
0	0	81	67	99	53	22.64	62.67	2.61	I
0	0	80	68	100	53	62.24	31.01	4.49	I
0	0	79	69	101	53	22.47	66.8	5.11	I
0	0	78	70	102	53	40.13	49.1	8.85	I
0	0	94	55	103	53	11.39	75.42	11.04	I
0	0	93	56	104	53	25.25	44.96	29.04	I
0	0	92	57	105	53	2.19	57.03	40.09	I
0	0	91	58	106	53	5.55	20.72	73.1	I
0	0	90	59	107	53	0.48	13.45	85.36	I
0	0	89	60	108	53	2.26	6.01	91.11	I
0	0	88	61	109	53	1.58	7	90.71	I
0	0	87	62	110	53	2.12	2.13	95.28	I
0	0	86	63	111	53	1.06	4.69	93.79	I
0	0	85	64	112	53	1.44	1.43	96.75	I
0	0	84	65	113	53	0.5	3.23	96	I
0	0	83	66	114	53	1.02	0.71	98.06	I
0	0	82	67	115	53	0.14	1.13	98.56	I
0	0	81	68	116	53	0.78	0.31	98.7	I
0	0	80	69	117	53	0.13	0.83	98.85	I
0	0	79	70	118	53	0.72	0.22	99.06	I
0	0	95	55	119	53	0	0.93	98.9	I
0	0	94	56	120	53	0.61	0	99.33	I
0	0	93	57	121	53	0.01	0.63	99.28	I
0	0	92	58	122	53	0.51	0.01	99.48	I
0	0	91	59	123	53	0.03	0.49	99.4	I
0	0	90	60	124	53	0.44	0.04	99.41	I
0	0	89	61	125	53	0.02	0.52	99.39	I
0	0	88	62	126	53	0.26	0.13	99.33	I
0	0	87	63	70	54	0	0	0	Xe
0	0	86	64	72	54	0	0	0	Xe
0	0	85	65	74	54	0	0	0	Xe
0	0	84	66	75	54	0	0	0	Xe
0	0	83	67	76	54	0	0	0	Xe
0	0	82	68	77	54	0	0	0	Xe
0	0	81	69	78	54	0	0	0	Xe
0	0	80	70	79	54	0	0	0	Xe
0	0	79	71	80	54	0	0	0	Xe
0	0	96	55	81	54	0	0	0	Xe
0	0	95	56	82	54	0	0	0	Xe
0	0	94	57	83	54	0	0	0	Xe
0	0	93	58	84	54	0	0	0	Xe
0	0	92	59	85	54	0	0	0	Xe
0	0	91	60	86	54	0	0	0	Xe
0	0	90	61	87	54	0.07	0	0	Xe
0	0	89	62	88	54	0.15	0	0	Xe
0	0	88	63	89	54	1.55	0	0	Xe
0	0	87	64	90	54	0.94	0	0	Xe
0	0	86	65	91	54	4.3	0	0	Xe
0	0	85	66	92	54	4.17	0	0	Xe
0	0	84	67	93	54	6.53	0.01	0	Xe
0	0	83	68	94	54	10.65	0	0	Xe
0	0	82	69	95	54	22.39	0.38	0	Xe
0	0	81	70	96	54	25.73	0.04	0	Xe
0	0	80	71	97	54	23.86	1.09	0	Xe
0	0	96	56	98	54	37.75	0.5	0	Xe
0	0	95	57	99	54	48.47	3.41	0	Xe
0	0	94	58	100	54	57.69	1.72	0.01	Xe
0	0	93	59	101	54	59.99	7.98	0.12	Xe
0	0	92	60	102	54	64.18	3.03	0.33	Xe
0	0	91	61	103	54	51.31	20.14	1.07	Xe
0	0	90	62	104	54	77.38	7.51	2.37	Xe
0	0	89	63	105	54	36.96	44.64	3.43	Xe
0	0	88	64	106	54	52.85	35.18	6.28	Xe
0	0	87	65	107	54	14.65	70.8	11.06	Xe
0	0	86	66	108	54	34.76	48.53	14.65	Xe
0	0	85	67	109	54	8.78	60.69	26.74	Xe
0	0	84	68	110	54	20.07	40.5	36.84	Xe
0	0	83	69	111	54	3.95	33.12	58.73	Xe
0	0	82	70	112	54	15.1	19.44	64.34	Xe
0	0	81	71	113	54	3.61	18.33	76.54	Xe
0	0	97	56	114	54	8.79	10.2	80.18	Xe
0	0	96	57	115	54	1.32	10.74	87.38	Xe
0	0	95	58	116	54	5.4	4.95	88.81	Xe
0	0	94	59	117	54	0.75	6.02	92.8	Xe
0	0	93	60	118	54	3.69	2.42	93.19	Xe
0	0	92	61	119	54	0.32	3.51	95.65	Xe
0	0	91	62	120	54	1.86	3.14	94.35	Xe
0	0	90	63	121	54	0.12	2.35	97.26	Xe
0	0	89	64	122	54	0.88	0.93	97.74	Xe
0	0	88	65	123	54	0.37	1.14	98.19	Xe
0	0	87	66	124	54	1.29	0.4	97.67	Xe
0	0	86	67	125	54	0.26	0.95	98.52	Xe
0	0	85	68	126	54	0.84	0.42	97.87	Xe
0	0	84	69	127	54	0.12	1.18	94.59	Xe
0	0	83	70	128	54	0	0	100	Xe
0	0	82	71	75	55	0	0	0	Cs
0	0	81	72	77	55	0	0	0	Cs
0	0	97	57	78	55	0	0	0	Cs
0	0	96	58	79	55	0	0	0	Cs
0	0	95	59	80	55	0	0	0	Cs
0	0	94	60	81	55	0	0	0	Cs
0	0	93	61	82	55	0	0	0	Cs
0	0	92	62	83	55	0	0	0	Cs
0	0	91	63	84	55	0	0	0	Cs
0	0	90	64	85	55	0	0	0	Cs
0	0	89	65	86	55	0.22	0	0	Cs
0	0	88	66	87	55	1.08	0	0	Cs
0	0	87	67	88	55	13.58	0	0	Cs
0	0	86	68	89	55	22.17	0	0	Cs
0	0	85	69	90	55	16.49	0	0	Cs
0	0	84	70	91	55	35.23	0	0	Cs
0	0	83	71	92	55	16.8	0	0	Cs
0	0	82	72	93	55	35.15	0.06	0	Cs
0	0	98	57	94	55	61.47	0.11	0	Cs
0	0	97	58	95	55	65.87	1.75	0	Cs
0	0	96	59	96	55	78.85	0.52	0	Cs
0	0	95	60	97	55	46.93	2.65	0	Cs
0	0	94	61	98	55	84.67	1.84	0	Cs
0	0	93	62	99	55	64.05	17.31	0.01	Cs
0	0	92	63	100	55	89.69	4.18	0.12	Cs
0	0	91	64	101	55	51.04	41.77	0.27	Cs
0	0	90	65	102	55	84.63	10.24	0.98	Cs
0	0	89	66	103	55	36.01	53.41	1.61	Cs
0	0	88	67	104	55	53.77	40.55	3.97	Cs
0	0	87	68	105	55	17.07	75.55	5.02	Cs
0	0	86	69	106	55	23.68	54.65	20.63	Cs
0	0	85	70	107	55	1.91	57.36	39.33	Cs
0	0	84	71	108	55	14.56	23.5	61.1	Cs
0	0	83	72	109	55	1.74	28.33	67.57	Cs
0	0	82	73	110	55	6.57	15.15	77.53	Cs
0	0	98	58	111	55	2.88	17.26	78.35	Cs
0	0	97	59	112	55	4.25	7.98	87.13	Cs
0	0	96	60	113	55	0.74	11.2	87.35	Cs
0	0	95	61	114	55	3.87	3.33	92.27	Cs
0	0	94	62	115	55	0.55	5.24	93.78	Cs
0	0	93	63	116	55	1.42	2.89	95.25	Cs
0	0	92	64	117	55	0.4	4.24	95.1	Cs
0	0	91	65	118	55	1.22	1.23	97.19	Cs
0	0	90	66	119	55	0.46	1.54	97.81	Cs
0	0	89	67	120	55	0.68	0.66	98.13	Cs
0	0	88	68	121	55	0.29	0.98	98.64	Cs
0	0	87	69	122	55	0.34	0.47	98.79	Cs
0	0	86	70	123	55	0.29	0.62	98.9	Cs
0	0	85	71	124	55	0.74	0.4	98.55	Cs
0	0	84	72	125	55	0.28	0.62	98.93	Cs
0	0	83	73	126	55	0.82	0.46	98.3	Cs
0	0	99	58	127	55	0.66	2.73	96.54	Cs
0	0	98	59	128	55	0	1.48	98.52	Cs
0	0	97	60	129	55	100	0	0	Cs
0	0	96	61	130	55	100	0	0	Cs
0	0	95	62	74	56	0	0	0	Ba
0	0	94	63	76	56	0	0	0	Ba
0	0	93	64	78	56	0	0	0	Ba
0	0	92	65	79	56	0	0	0	Ba
0	0	91	66	80	56	0	0	0	Ba
0	0	90	67	81	56	0	0	0	Ba
0	0	89	68	82	56	0	0	0	Ba
0	0	88	69	83	56	0	0	0	Ba
0	0	87	70	84	56	0	0	0	Ba
0	0	86	71	85	56	0	0	0	Ba
0	0	85	72	86	56	0	0	0	Ba
0	0	84	73	87	56	0	0	0	Ba
0	0	83	74	88	56	0	0	0	Ba
0	0	99	59	89	56	0	0	0	Ba
0	0	98	60	90	56	0	0	0	Ba
0	0	97	61	91	56	0	0	0	Ba
0	0	96	62	92	56	0.09	0	0	Ba
0	0	95	63	93	56	0.17	0	0	Ba
0	0	94	64	94	56	1.07	0	0	Ba
0	0	93	65	95	56	4.29	0	0	Ba
0	0	92	66	96	56	4.99	0	0	Ba
0	0	91	67	97	56	5.71	0	0	Ba
0	0	90	68	98	56	10.53	0	0	Ba
0	0	89	69	99	56	23.57	0.32	0	Ba
0	0	88	70	100	56	25.86	0.02	0	Ba
0	0	87	71	101	56	39.65	1	0	Ba
0	0	86	72	102	56	40.09	0.27	0	Ba
0	0	85	73	103	56	47.03	2.44	0	Ba
0	0	84	74	104	56	57.27	1.87	0.02	Ba
0	0	100	59	105	56	51.63	12.81	0.28	Ba
0	0	99	60	106	56	78.57	4.42	1.18	Ba
0	0	98	61	107	56	36.68	47.02	2.3	Ba
0	0	97	62	108	56	70.84	8.79	2.62	Ba
0	0	96	63	109	56	25.98	60.16	3.66	Ba
0	0	95	64	110	56	62.1	28.45	4.67	Ba
0	0	94	65	111	56	16.33	69.05	7.02	Ba
0	0	93	66	112	56	41.66	45.14	7.84	Ba
0	0	92	67	113	56	10.51	72.65	10.8	Ba
0	0	91	68	114	56	26.68	57.03	11.72	Ba
0	0	90	69	115	56	6.09	63.31	29.04	Ba
0	0	89	70	116	56	14.35	40.5	43.82	Ba
0	0	88	71	117	56	4.13	42.04	50.55	Ba
0	0	87	72	118	56	10.23	47.7	41	Ba
0	0	86	73	119	56	2.29	26.22	70.75	Ba
0	0	85	74	120	56	7.75	21.95	69.43	Ba
0	0	84	75	121	56	1.7	5.82	92.16	Ba
0	0	100	60	122	56	2.52	4.72	91.79	Ba
0	0	99	61	123	56	1.11	2.35	95.77	Ba
0	0	98	62	124	56	1.9	35.08	62.06	Ba
0	0	97	63	125	56	0.66	27.52	71.46	Ba
0	0	96	64	126	56	1.08	45.31	52.58	Ba
0	0	95	65	127	56	0.7	1.13	95.22	Ba
0	0	94	66	128	56	2.24	2.22	95.54	Ba
0	0	93	67	129	56	100	0	0	Ba
0	0	92	68	130	56	100	0	0	Ba
0	0	91	69	131	56	100	0	0	Ba
0	0	90	70	132	56	100	0	0	Ba
0	0	89	71	133	56	100	0	0	Ba
0	0	88	72	79	57	0	0	0	La
0	0	87	73	81	57	0	0	0	La
0	0	86	74	82	57	0	0	0	La
0	0	85	75	83	57	0	0	0	La
0	0	101	60	84	57	0	0	0	La
0	0	100	61	85	57	0	0	0	La
0	0	99	62	86	57	0	0	0	La
0	0	98	63	87	57	0	0	0	La
0	0	97	64	88	57	0	0	0	La
0	0	96	65	89	57	0	0	0	La
0	0	95	66	90	57	0.01	0	0	La
0	0	94	67	91	57	0	0	0	La
0	0	93	68	92	57	1.42	0	0	La
0	0	92	69	93	57	1.07	0	0	La
0	0	91	70	94	57	14.82	0	0	La
0	0	90	71	95	57	25.8	0	0	La
0	0	89	72	96	57	47.19	0	0	La
0	0	88	73	97	57	20.23	0.08	0	La
0	0	87	74	98	57	57.59	0.01	0	La
0	0	86	75	99	57	59	1.26	0	La
0	0	85	76	100	57	53.85	0.21	0	La
0	0	101	61	101	57	52.58	2.85	0	La
0	0	100	62	102	57	71.25	0.77	0	La
0	0	99	63	103	57	59.8	9.77	0	La
0	0	98	64	104	57	80.89	4.69	0.17	La
0	0	97	65	105	57	58.11	26.77	0.46	La
0	0	96	66	106	57	65.19	24.96	1.7	La
0	0	95	67	107	57	29.74	58.87	2.87	La
0	0	94	68	108	57	49.93	38.02	5.53	La
0	0	93	69	109	57	11.46	72.06	7.87	La
0	0	92	70	110	57	24.6	47.5	26.75	La
0	0	91	71	111	57	3.64	63.63	28.09	La
0	0	90	72	112	57	16.12	31.12	51.76	La
0	0	89	73	113	57	4.62	40.59	53.14	La
0	0	88	74	114	57	10.66	16.95	71.48	La
0	0	87	75	115	57	1.76	22.63	74.49	La
0	0	86	76	116	57	6.6	9.56	83.17	La
0	0	102	61	117	57	1.02	22.61	75.71	La
0	0	101	62	118	57	4.01	5.13	90.38	La
0	0	100	63	119	57	0.66	6.3	92.6	La
0	0	99	64	120	57	1.23	3.57	94.79	La
0	0	98	65	121	57	0.41	3.33	96.01	La
0	0	97	66	122	57	1.1	1.14	97.18	La
0	0	96	67	123	57	0.51	1.76	97.29	La
0	0	95	68	124	57	1.41	1.06	97.06	La
0	0	94	69	125	57	0.32	1.28	97.98	La
0	0	93	70	126	57	1.37	0.66	97.45	La
0	0	92	71	127	57	2.29	1.43	96.13	La
0	0	91	72	128	57	1.61	0.29	98.1	La
0	0	90	73	129	57	99.96	0	0	La
0	0	89	74	130	57	0	100	0	La
0	0	88	75	131	57	100	0	0	La
0	0	87	76	132	57	0	100	0	La
0	0	102	62	133	57	99.83	0	0	La
0	0	101	63	134	57	0	100	0	La
0	0	100	64	135	57	100	0	0	La
0	0	99	65	78	58	0	0	0	Ce
0	0	98	66	80	58	0	0	0	Ce
0	0	97	67	82	58	0	0	0	Ce
0	0	96	68	83	58	0	0	0	Ce
0	0	95	69	84	58	0	0	0	Ce
0	0	94	70	85	58	0	0	0	Ce
0	0	93	71	86	58	0	0	0	Ce
0	0	92	72	87	58	0	0	0	Ce
0	0	91	73	88	58	0	0	0	Ce
0	0	90	74	89	58	0	0	0	Ce
0	0	89	75	90	58	0	0	0	Ce
0	0	88	76	91	58	0	0	0	Ce
0	0	87	77	92	58	0	0	0	Ce
0	0	103	62	93	58	0	0	0	Ce
0	0	102	63	94	58	0	0	0	Ce
0	0	101	64	95	58	0.02	0	0	Ce
0	0	100	65	96	58	0.11	0	0	Ce
0	0	99	66	97	58	0.25	0	0	Ce
0	0	98	67	98	58	0.91	0	0	Ce
0	0	97	68	99	58	2.83	0	0	Ce
0	0	96	69	100	58	3.61	0	0	Ce
0	0	95	70	101	58	8.24	0	0	Ce
0	0	94	71	102	58	14.29	0	0	Ce
0	0	93	72	103	58	24.79	0.24	0	Ce
0	0	92	73	104	58	36.37	0.12	0	Ce
0	0	91	74	105	58	30.05	1.32	0	Ce
0	0	90	75	106	58	60.07	1.08	0	Ce
0	0	89	76	107	58	61.82	8.78	0.06	Ce
0	0	88	77	108	58	69.92	2.29	0.19	Ce
0	0	103	63	109	58	56.71	19.8	0.57	Ce
0	0	102	64	110	58	74.94	3.08	0.87	Ce
0	0	101	65	111	58	40.57	41.68	1.56	Ce
0	0	100	66	112	58	82.36	7.31	1.96	Ce
0	0	99	67	113	58	24.82	60.69	2.49	Ce
0	0	98	68	114	58	75.35	14.44	3.09	Ce
0	0	97	69	115	58	16.83	71.34	4.65	Ce
0	0	96	70	116	58	59.47	28.36	5.55	Ce
0	0	95	71	117	58	18.97	68.77	5.42	Ce
0	0	94	72	118	58	51.01	37.89	7.02	Ce
0	0	93	73	119	58	6.17	84.04	7.97	Ce
0	0	92	74	120	58	20.11	62.43	16.4	Ce
0	0	91	75	121	58	2.35	51.36	44.23	Ce
0	0	90	76	122	58	11.63	59.95	26.84	Ce
0	0	89	77	123	58	2.14	79.82	16.77	Ce
0	0	88	78	124	58	33.05	56.59	9.06	Ce
0	0	104	63	125	58	2.31	86.56	10.44	Ce
0	0	103	64	126	58	54.2	33.97	10.69	Ce
0	0	102	65	127	58	1.11	14.68	82	Ce
0	0	101	66	128	58	3.6	1.82	94.58	Ce
0	0	100	67	129	58	99.39	0	0	Ce
0	0	99	68	130	58	0	100	0	Ce
0	0	98	69	131	58	99.88	0	0	Ce
0	0	97	70	132	58	0	100	0	Ce
0	0	96	71	133	58	99.85	0	0	Ce
0	0	95	72	134	58	0	100	0	Ce
0	0	94	73	135	58	100	0	0	Ce
0	0	93	74	136	58	0	100	0	Ce
0	0	92	75	137	58	99.1	0	0	Ce
0	0	91	76	82	59	0	0	0	Pr
0	0	90	77	83	59	0	0	0	Pr
0	0	89	78	84	59	0	0	0	Pr
0	0	104	64	85	59	0	0	0	Pr
0	0	103	65	86	59	0	0	0	Pr
0	0	102	66	87	59	0	0	0	Pr
0	0	101	67	88	59	0	0	0	Pr
0	0	100	68	89	59	0	0	0	Pr
0	0	99	69	90	59	0	0	0	Pr
0	0	98	70	91	59	0	0	0	Pr
0	0	97	71	92	59	0	0	0	Pr
0	0	96	72	93	59	0	0	0	Pr
0	0	95	73	94	59	0	0	0	Pr
0	0	94	74	95	59	0.18	0	0	Pr
0	0	93	75	96	59	0.2	0	0	Pr
0	0	92	76	97	59	1.74	0	0	Pr
0	0	91	77	98	59	8.75	0	0	Pr
0	0	90	78	99	59	11.81	0	0	Pr
0	0	105	64	100	59	21.13	0	0	Pr
0	0	104	65	101	59	23.14	0.06	0	Pr
0	0	103	66	102	59	37.32	0	0	Pr
0	0	102	67	103	59	38.76	0.72	0	Pr
0	0	101	68	104	59	65.63	0.39	0	Pr
0	0	100	69	105	59	61.51	6.02	0	Pr
0	0	99	70	106	59	74.58	3.67	0.05	Pr
0	0	98	71	107	59	48.49	32.8	0.22	Pr
0	0	97	72	108	59	80.11	9.69	0.59	Pr
0	0	96	73	109	59	40.34	46.94	0.85	Pr
0	0	95	74	110	59	60.88	34.45	2.21	Pr
0	0	94	75	111	59	26.82	59.54	2.36	Pr
0	0	93	76	112	59	50.59	40.5	4.77	Pr
0	0	92	77	113	59	8.1	82.23	7.47	Pr
0	0	91	78	114	59	26.61	60.55	11.51	Pr
0	0	90	79	115	59	7.41	78.96	12	Pr
0	0	105	65	116	59	15.4	55.62	28.03	Pr
0	0	104	66	117	59	5.72	76.98	15.78	Pr
0	0	103	67	118	59	9.5	27.15	62.67	Pr
0	0	102	68	119	59	0.89	43	55.04	Pr
0	0	101	69	120	59	3.1	12.96	82.94	Pr
0	0	100	70	121	59	0.61	12.84	85.32	Pr
0	0	99	71	122	59	5.09	1.51	92.57	Pr
0	0	98	72	123	59	1.08	44.08	54.14	Pr
0	0	97	73	124	59	2.47	23.05	73.92	Pr
0	0	96	74	125	59	0.61	63.01	35.77	Pr
0	0	95	75	126	59	1.74	53.07	44.75	Pr
0	0	94	76	127	59	1.45	1.95	96.18	Pr
0	0	93	77	128	59	0.82	2.53	96.66	Pr
0	0	92	78	129	59	99.6	0	0	Pr
0	0	91	79	130	59	0	100	0	Pr
0	0	106	65	131	59	99.87	0	0	Pr
0	0	105	66	132	59	0	100	0	Pr
0	0	104	67	133	59	99.82	0	0	Pr
0	0	103	68	134	59	0	100	0	Pr
0	0	102	69	135	59	99.88	0	0	Pr
0	0	101	70	136	59	0	100	0	Pr
0	0	100	71	137	59	99.92	0	0	Pr
0	0	99	72	138	59	0.14	99.86	0	Pr
0	0	98	73	139	59	99.9	0	0	Pr
0	0	97	74	82	60	0	0	0	Nd
0	0	96	75	83	60	0	0	0	Nd
0	0	95	76	84	60	0	0	0	Nd
0	0	94	77	85	60	0	0	0	Nd
0	0	93	78	86	60	0	0	0	Nd
0	0	92	79	87	60	0	0	0	Nd
0	0	91	80	88	60	0	0	0	Nd
0	0	106	66	89	60	0	0	0	Nd
0	0	105	67	90	60	0	0	0	Nd
0	0	104	68	91	60	0	0	0	Nd
0	0	103	69	92	60	0	0	0	Nd
0	0	102	70	93	60	0	0	0	Nd
0	0	101	71	94	60	0	0	0	Nd
0	0	100	72	95	60	0	0	0	Nd
0	0	99	73	96	60	0	0	0	Nd
0	0	98	74	97	60	0	0	0	Nd
0	0	97	75	98	60	0	0	0	Nd
0	0	96	76	99	60	0.03	0	0	Nd
0	0	95	77	100	60	0.11	0	0	Nd
0	0	94	78	101	60	0.53	0	0	Nd
0	0	93	79	102	60	1.51	0	0	Nd
0	0	92	80	103	60	4.27	0	0	Nd
0	0	107	66	104	60	10.34	0	0	Nd
0	0	106	67	105	60	11.78	0.08	0	Nd
0	0	105	68	106	60	31.45	0.03	0	Nd
0	0	104	69	107	60	45.83	1.1	0	Nd
0	0	103	70	108	60	47.96	0.3	0	Nd
0	0	102	71	109	60	58.94	2.66	0	Nd
0	0	101	72	110	60	64.58	0.86	0	Nd
0	0	100	73	111	60	64.93	6.3	0.03	Nd
0	0	99	74	112	60	69.61	1.63	0.09	Nd
0	0	98	75	113	60	64.71	17.13	0.29	Nd
0	0	97	76	114	60	78.45	2.45	0.41	Nd
0	0	96	77	115	60	58.82	27.42	0.89	Nd
0	0	95	78	116	60	81.11	4.82	1.27	Nd
0	0	94	79	117	60	38.94	42.23	1.68	Nd
0	0	93	80	118	60	84.39	3.43	2.37	Nd
0	0	107	67	119	60	25.42	61.51	5.9	Nd
0	0	106	68	120	60	53.62	39.97	5.16	Nd
0	0	105	69	121	60	6.32	81.04	5.89	Nd
0	0	104	70	122	60	86.5	2.89	6.17	Nd
0	0	103	71	123	60	23.79	68.86	4.73	Nd
0	0	102	72	124	60	89.66	2.72	5.37	Nd
0	0	101	73	125	60	62.68	29.69	6.57	Nd
0	0	100	74	126	60	90.25	1.4	6.9	Nd
0	0	99	75	127	60	1.34	86.06	10.71	Nd
0	0	98	76	128	60	4.12	2.46	93.42	Nd
0	0	97	77	129	60	98.37	0	0	Nd
