N	Z	P1n	P2n	P3n	P4n	P5n
111	61	76.1	11.7	1	0.6	0.6
112	61	83.3	2.8	1.2	0.4	0.6
113	61	64.7	24.5	1.2	0.8	0.8
114	61	83.9	4.1	1.5	0.4	0.7
115	61	35.6	54.4	1.5	0.9	0.9
116	61	83.2	6.2	2	0.5	0.9
117	61	17.1	72.9	2	1.2	1.1
118	61	79	10.5	2.7	0.6	1.1
119	61	10.7	78.2	3.7	1.6	1.4
120	61	66.5	22.2	4.4	0.7	1.4
121	61	6.8	79.7	5.2	2.4	1.6
122	61	37.8	48.4	6.7	1	1.7
123	61	4.1	69.3	16.9	4	2.2
124	61	21.5	56.2	14.4	1.7	2.2
125	61	1.9	32.3	49.8	9.4	3.5
126	61	8.9	19	61.5	3.1	4.4
127	61	0.4	11	6	72.3	7.7
128	61	1.9	4.3	11.4	26.5	54
129	61	0	1.1	2.2	9.8	85.2
130	61	0.2	0	2.5	6.2	89.3
131	61	0	0.2	0	1.5	96.8
132	61	0	0	0.2	0	98
133	61	0	0	0	0.3	98.1
135	61	0	0	0	0.2	98.3
139	61	0	0	0	0.1	98.5
141	61	0	0	0	0.1	98.6
143	61	0	0	0	0.1	98.6
91	62	0	0	0	0	0
93	62	0	0	0	0	0
94	62	0	0	0	0	0
95	62	0.5	0	0	0	0
96	62	0	0	0	0	0
97	62	1.5	0	0	0	0
98	62	0	0	0	0	0
99	62	2.1	0.3	0	0	0
100	62	0.9	0	0	0	0
101	62	2.6	0.8	0	0	0
102	62	2	0	0	0	0
103	62	2.8	1	0.1	0	0
104	62	2.4	0.3	0	0	0
105	62	3.5	1.1	0.3	0	0
106	62	2.9	0.6	0.1	0	0
107	62	5.3	1.3	0.4	0.2	0
108	62	3.7	0.7	0.3	0	0
109	62	7.2	1.5	0.4	0.3	0.1
110	62	4.5	0.8	0.5	0.1	0
111	62	12.6	1.9	0.5	0.4	0.2
112	62	6.3	0.9	0.5	0.2	0
113	62	22	2.3	0.6	0.4	0.3
114	62	8.5	1.1	0.6	0.3	0.2
115	62	39.7	3	0.7	0.4	0.4
116	62	12.9	1.3	0.7	0.3	0.3
117	62	55.8	4.1	0.7	0.5	0.6
118	62	20.7	1.6	0.8	0.3	0.5
119	62	74	5.8	1.1	0.6	0.8
120	62	37.4	2	0.9	0.4	0.6
121	62	68.5	9.7	1.2	0.7	0.9
122	62	56.7	2.7	1.1	0.4	0.8
123	62	62.1	20.9	1.9	0.9	1.1
124	62	66.5	3.8	1.8	0.5	1
125	62	29.1	55	3.1	1.5	1.5
126	62	67.2	10.6	3.1	0.8	1.4
127	62	3.8	69.4	11.3	5.6	2.4
128	62	7.1	17.8	59	5.2	4.2
129	62	0.3	8.3	7.4	55.6	25
130	62	4.2	1.1	7.6	16.9	63.9
131	62	0	1.6	0.5	11.5	82.9
132	62	2.9	0	5.7	1.5	82.3
133	62	0	0.9	0	2.6	92.6
134	62	0.4	0	3.1	0	90.1
135	62	0	0.1	0	1	95.9
136	62	0	0	0.3	0	94.2
139	62	0	0	0	0.2	97
91	63	0	0	0	0	0
92	63	0	0	0	0	0
93	63	0	0	0	0	0
94	63	0	0	0	0	0
95	63	2.3	0.1	0	0	0
96	63	1	0	0	0	0
97	63	2.7	0.6	0	0	0
98	63	3	0	0	0	0
99	63	4.7	1.2	0	0	0
100	63	4.5	0.1	0	0	0
101	63	6.7	1.4	0.2	0	0
102	63	6.3	0.6	0	0	0
103	63	8.6	1.5	0.4	0.1	0
104	63	8.2	0.8	0.2	0	0
105	63	14.1	1.9	0.4	0.3	0
106	63	13.9	0.9	0.5	0	0
107	63	37.8	2.3	0.5	0.4	0.1
108	63	27.9	1.1	0.6	0.2	0
109	63	58.7	3	0.5	0.4	0.2
110	63	50.3	1.3	0.7	0.2	0.1
111	63	72.6	4.1	0.6	0.5	0.3
112	63	71.1	1.6	0.8	0.3	0.2
113	63	77.4	5.9	0.8	0.5	0.4
114	63	78.5	2	0.9	0.3	0.4
115	63	77.2	9.4	0.9	0.6	0.6
116	63	82.1	2.6	1.1	0.3	0.5
117	63	70.4	18.1	1	0.7	0.7
118	63	84.1	3.6	1.4	0.4	0.7
119	63	49.9	41.1	1.8	0.8	0.9
120	63	83.3	5.5	1.7	0.5	0.8
121	63	22.7	67.5	1.8	1.1	1
122	63	80.3	9.4	2.5	0.5	1
123	63	13.1	76.3	3.3	1.5	1.3
124	63	67.2	21.6	4.1	0.7	1.3
125	63	7.4	77.5	7.1	2.5	1.7
126	63	24.3	59.2	9.3	1.4	1.8
127	63	1.8	32.4	42.5	16.9	2.8
128	63	5	6.5	53.5	26.1	6.7
129	63	0	3.6	7.4	27.8	59.1
130	63	1.1	0	11.2	6.3	79.3
131	63	0	0.8	0	12.6	84.6
132	63	0.7	0	2.4	0	94.6
133	63	0	0.4	0	1.7	96
134	63	0.3	0	1	0	96.4
135	63	0	0.2	0	0.8	97.1
136	63	0.1	0	0.3	0	97.2
137	63	0	0.1	0	0.4	97.5
138	63	0	0	0.1	0	97.8
139	63	0	0	0	0.3	97.8
141	63	0	0	0	0.3	97.9
143	63	0	0	0	0.2	98
145	63	0	0	0	0.2	98.2
147	63	0	0	0	0.1	98.3
95	64	0	0	0	0	0
97	64	0	0	0	0	0
98	64	0	0	0	0	0
99	64	0.3	0	0	0	0
100	64	0	0	0	0	0
101	64	1.2	0	0	0	0
102	64	0	0	0	0	0
103	64	1.9	0.2	0	0	0
104	64	0.8	0	0	0	0
105	64	2.2	0.6	0	0	0
106	64	1.8	0	0	0	0
107	64	3	0.9	0.1	0	0
108	64	2.4	0.2	0	0	0
109	64	3.7	1.1	0.3	0	0
110	64	2.9	0.6	0	0	0
111	64	5	1.3	0.4	0.1	0
112	64	3.5	0.7	0.2	0	0
113	64	7.2	1.5	0.4	0.3	0
114	64	4.5	0.8	0.5	0	0
115	64	10.8	1.7	0.5	0.3	0.1
116	64	5.7	0.9	0.5	0.2	0
117	64	14.6	2.1	0.5	0.4	0.3
118	64	8.6	1	0.6	0.2	0.1
119	64	53.7	2.6	0.7	0.4	0.4
120	64	11.3	1.3	0.6	0.3	0.3
121	64	46	3.7	0.7	0.5	0.5
122	64	21.1	1.5	0.8	0.3	0.4
123	64	68	5.6	0.9	0.6	0.7
124	64	37.9	2.1	0.9	0.4	0.6
125	64	69.6	10.8	1.4	0.7	0.9
126	64	64	3.9	1.4	0.5	0.8
127	64	11.3	72.2	2.9	2	1.4
128	64	13.4	60.1	13.9	2	1.8
129	64	1.5	12.9	30.1	45.6	5
130	64	5.9	2	22.2	50.5	9
131	64	0.6	9.3	3.3	13.3	66.8
132	64	7.4	1.3	4.2	1.8	70.1
133	64	0	6.4	2.1	10	74
134	64	8.5	0.8	5	1.2	69.3
135	64	0.1	2.9	1.3	9.5	78.5
136	64	7	0	7.6	0.5	70.4
137	64	0	2.1	0.4	5.5	83.6
138	64	4.4	0	8.2	0	71.1
139	64	0	1	0	3.3	87.9
140	64	1	0	4.2	0	78.9
141	64	0	0.4	0	2.2	90.6
142	64	0	0	1.1	0	83.4
143	64	0	0	0	2	92
145	64	0	0	0	0.9	94.5
147	64	0	0	0	0.3	95.1
149	64	0	0	0	0.1	97.2
95	65	0	0	0	0	0
96	65	0	0	0	0	0
97	65	1.2	0	0	0	0
98	65	0	0	0	0	0
99	65	2.2	0.1	0	0	0
100	65	0.9	0	0	0	0
101	65	2.9	0.6	0	0	0
102	65	2.1	0	0	0	0
103	65	2.9	0.9	0	0	0
104	65	2.9	0.1	0	0	0
105	65	3.2	1	0.2	0	0
106	65	3.4	0.5	0	0	0
107	65	9.6	1.5	0.4	0	0
108	65	8.8	0.8	0.2	0	0
109	65	16	1.8	0.4	0.2	0
110	65	13.9	0.9	0.4	0	0
111	65	35.2	2.3	0.5	0.3	0
112	65	26	1.1	0.6	0.1	0
113	65	61.3	2.8	0.5	0.4	0.2
114	65	52.3	1.3	0.7	0.2	0
115	65	73	3.7	0.6	0.4	0.3
116	65	69.4	1.6	0.8	0.3	0.2
117	65	75.6	5.3	0.7	0.5	0.4
118	65	80.7	1.9	0.9	0.3	0.3
119	65	80.3	8	1	0.5	0.5
120	65	81.8	2.6	1	0.3	0.5
121	65	72.5	14.9	0.9	0.7	0.6
122	65	84.1	3.6	1.3	0.4	0.6
123	65	52.9	37.3	1.4	0.8	0.8
124	65	83.5	5.8	1.8	0.4	0.8
125	65	23.2	67.1	2.1	1.1	1
126	65	72.3	17.3	3.3	0.6	1.1
127	65	4.6	77.7	8.4	3.5	1.6
128	65	8.9	14.2	68	3.7	2.7
129	65	0.2	11.5	10.3	68.7	6.9
130	65	2.6	1.1	17.7	32.8	43.1
131	65	0	3.6	0.8	21.3	71.5
132	65	3.4	0.2	12.4	3.4	76.9
133	65	0	3.5	0	8.2	85.5
134	65	3.2	0	7.1	0.2	85.9
135	65	0	2.7	0	4.1	90.4
136	65	2.8	0	3.7	0	89.9
137	65	0	1.4	0	3.8	92.1
138	65	2	0	2.9	0	91.5
139	65	0	0.7	0	3.1	93.6
140	65	0.8	0	2	0	94.1
141	65	0	0.3	0	1.6	95.6
142	65	0.3	0	0.9	0	95.8
143	65	0	0.2	0	1.1	96.3
144	65	0.1	0	0.3	0	96.6
145	65	0	0	0	0.6	97.1
146	65	0	0	0.1	0	96.6
147	65	0	0	0	0.5	97.2
149	65	0	0	0	0.4	97.5
151	65	0	0	0	0.1	98.2
153	65	0	0	0	0.1	98.3
91	66	0	0	0	0	0
93	66	0	0	0	0	0
99	66	0	0	0	0	0
100	66	0	0	0	0	0
101	66	0	0	0	0	0
102	66	0	0	0	0	0
103	66	0.1	0	0	0	0
104	66	0	0	0	0	0
105	66	0.8	0	0	0	0
106	66	0	0	0	0	0
107	66	1.4	0.1	0	0	0
108	66	0.6	0	0	0	0
109	66	1.6	0.4	0	0	0
110	66	1.2	0	0	0	0
111	66	2.6	0.9	0	0	0
112	66	2.2	0.1	0	0	0
113	66	3.8	1	0.3	0	0
114	66	2.9	0.5	0	0	0
115	66	4.9	1.2	0.4	0.1	0
116	66	3.5	0.7	0.2	0	0
117	66	5.7	1.4	0.4	0.3	0
118	66	5.2	0.8	0.5	0	0
119	66	12	1.6	0.5	0.3	0.1
120	66	5.6	0.9	0.5	0.2	0
121	66	11.8	2	0.5	0.4	0.2
122	66	8.3	1	0.6	0.2	0.1
123	66	34	2.6	0.6	0.4	0.4
124	66	13.6	1.3	0.7	0.3	0.3
125	66	55.8	3.9	0.7	0.5	0.5
126	66	36.4	1.9	0.8	0.3	0.5
127	66	37.9	45	1.5	0.9	0.9
128	66	31	52	3.9	0.8	1.1
129	66	4.1	25.6	55	5.5	2.1
130	66	7.8	4.7	62.4	7.3	3.2
131	66	4.6	12.3	3.2	53.1	16.5
132	66	8.8	2.3	7.8	11.5	47.7
133	66	3	14.6	3.5	5.9	61.5
134	66	10.8	1.5	4.9	2.6	56.5
135	66	2.1	14.3	4.3	6.8	60.5
136	66	10.2	2.1	4.1	1.4	56.2
137	66	1.3	11.5	4.8	9.8	60.2
138	66	9.4	1.2	4.4	0.8	58.9
139	66	0.4	9.5	2.2	10.3	64.1
140	66	8.2	1.2	5.2	0.9	60.2
141	66	0	6.9	0.9	10.9	69.3
142	66	7.5	0.3	6.2	0.9	62.6
143	66	0	4.7	0	10.9	73.9
144	66	5.8	0	6.1	0.4	64.4
145	66	0	2.9	0	7.6	79.5
146	66	3.6	0	5	0	63.4
147	66	0	1.9	0	4.5	81.7
148	66	1.3	0	3.5	0	68.8
149	66	0	0.5	0	4.1	85.9
150	66	0	0	1.1	0	76.2
151	66	0	0	0	1.6	91.3
153	66	0	0	0	0.3	96.3
155	66	0	0	0	0.1	96.9
99	67	0	0	0	0	0
100	67	0	0	0	0	0
101	67	1.2	0	0	0	0
102	67	0	0	0	0	0
103	67	1.4	0.1	0	0	0
104	67	0.7	0	0	0	0
105	67	1.6	0.4	0	0	0
106	67	1.5	0	0	0	0
107	67	2	0.7	0	0	0
108	67	2.1	0.1	0	0	0
109	67	3.6	1	0.1	0	0
110	67	3.8	0.5	0	0	0
111	67	5.4	1.1	0.3	0	0
112	67	5.5	0.7	0.1	0	0
113	67	9.5	1.4	0.4	0.2	0
114	67	9	0.8	0.4	0	0
115	67	18.9	1.8	0.4	0.3	0
116	67	17.9	1	0.6	0.1	0
117	67	33.3	2.5	0.5	0.4	0.1
118	67	68.2	1.2	0.7	0.2	0
119	67	75.8	3.5	0.6	0.4	0.3
120	67	70.3	1.6	0.7	0.3	0.2
121	67	73.9	5	0.6	0.5	0.3
122	67	79.5	2	0.9	0.3	0.3
123	67	78.7	7.8	0.8	0.5	0.5
124	67	82.7	2.7	1.1	0.3	0.5
125	67	70.4	17.9	1	0.7	0.6
126	67	84	4.8	1.5	0.4	0.7
127	67	9.9	79.2	2.7	1.4	1.1
128	67	13.9	52.9	27.1	1.4	1.5
129	67	1	18.2	46.3	28.7	2.7
130	67	5.7	4.8	33.5	46.3	5.9
131	67	1	8.7	6	32.1	47.8
132	67	6.1	3.9	18	2.9	63.2
133	67	0.9	6.3	2.8	21	64.2
134	67	5.9	1.2	21.4	2.6	62.1
135	67	0.6	5.7	1.3	20.3	67.1
136	67	5.2	0.7	20	3.2	63.2
137	67	0	5.9	0.3	15.5	73.2
138	67	5	0	13.6	0.8	75.2
139	67	0	4.7	0	10.8	80.5
140	67	4.2	0	10.5	0.6	79.1
141	67	0	3.7	0	6.8	86
142	67	3.3	0	6.5	0	85.6
143	67	0	2.3	0	5.6	89
144	67	2.7	0	4.6	0	88.5
145	67	0	1.2	0	3.9	92
146	67	2.9	0	3.2	0	86.9
147	67	0	1.4	0	4.9	90.4
148	67	1.8	0	2.5	0	91.1
149	67	0	0.5	0	3.1	93.6
150	67	0.5	0	1.4	0	94.5
151	67	0	0.2	0	1	96.3
152	67	0.1	0	0.4	0	96.3
153	67	0	0	0	0.6	96.9
154	67	0	0	0.1	0	97
155	67	0	0	0	0.3	97.9
157	67	0	0	0	0.2	98.1
95	68	0	0	0	0	0
97	68	0	0	0	0	0
101	68	0	0	0	0	0
103	68	0	0	0	0	0
104	68	0	0	0	0	0
105	68	0	0	0	0	0
106	68	0	0	0	0	0
107	68	0.2	0	0	0	0
108	68	0	0	0	0	0
109	68	0.7	0	0	0	0
110	68	0	0	0	0	0
111	68	1.2	0.1	0	0	0
112	68	0.6	0	0	0	0
113	68	1.9	0.5	0	0	0
114	68	1.5	0	0	0	0
115	68	2.4	0.8	0	0	0
116	68	2.1	0.2	0	0	0
117	68	2.8	1	0.2	0	0
118	68	3.1	0.5	0	0	0
119	68	4.6	1.1	0.4	0.1	0
120	68	3.3	0.7	0.2	0	0
121	68	4.7	1.3	0.4	0.2	0
122	68	4.4	0.8	0.4	0	0
123	68	8.9	1.6	0.5	0.3	0.1
124	68	5.9	0.9	0.5	0.2	0
125	68	19.2	2.2	0.5	0.4	0.2
126	68	12.9	1.2	0.6	0.3	0.2
127	68	68	10.2	0.9	0.6	0.6
128	68	67.5	15.4	1.9	0.6	0.7
129	68	7.2	64.3	14.8	2	1.3
130	68	11.9	13.6	52.4	2.2	1.7
131	68	6.8	13	9	54.2	4
132	68	11	5.3	34.1	15.3	7.1
133	68	9	14.2	3.9	22.5	34.1
134	68	11.7	2.9	13.3	22.6	19.1
135	68	8.4	16.5	3.4	7.5	47.6
136	68	12.3	2.4	7.1	8.4	35.6
137	68	5.1	14.3	3.3	5.7	55.9
138	68	9.7	1.7	5.8	6.4	47.8
139	68	3.5	14.1	3.8	4.9	58.2
140	68	9.4	1.9	3.9	2.8	51.5
141	68	2.9	13.5	4.1	6	57.3
142	68	9.5	2.1	3.6	1.6	54.6
143	68	1	13.7	2.2	8.6	59
144	68	8.7	2.6	3.9	1.3	56.7
145	68	1.3	11.6	2.9	9.6	60.2
146	68	8.8	1.4	5.7	0.9	56.8
147	68	0.9	10.3	2.6	8.8	57.9
148	68	6.3	1.5	5.2	1.2	53
149	68	0	9.9	0	11.5	62.5
150	68	6	0.7	5.4	1.2	57
151	68	0	5.8	0.5	9.9	70.6
152	68	5.4	0	4.9	0.5	61.6
153	68	0	3.7	0	9.4	76.3
154	68	3.7	0	4.7	0	65.2
155	68	0	0.7	0	2.3	92.5
156	68	1	0	4.2	0	80.8
157	68	0	0.1	0	1	94.8
158	68	0	0	1	0	85.9
159	68	0	0	0	0.5	95.8
101	69	0	0	0	0	0
102	69	0	0	0	0	0
103	69	0	0	0	0	0
104	69	0	0	0	0	0
105	69	0.9	0	0	0	0
106	69	0	0	0	0	0
107	69	1.3	0	0	0	0
108	69	0.7	0	0	0	0
109	69	1.5	0.4	0	0	0
110	69	1.2	0	0	0	0
111	69	2	0.6	0	0	0
112	69	2.3	0.1	0	0	0
113	69	2.9	0.8	0.1	0	0
114	69	3.4	0.4	0	0	0
115	69	5	1	0.3	0	0
116	69	5.3	0.6	0.1	0	0
117	69	8.5	1.5	0.3	0.1	0
118	69	14.9	0.8	0.4	0	0
119	69	26.3	1.8	0.4	0.3	0
120	69	19	1	0.5	0.1	0
121	69	27.5	2.4	0.4	0.4	0.1
122	69	47.8	1.2	0.6	0.2	0
123	69	70	3.1	0.6	0.4	0.2
124	69	72.5	1.6	0.8	0.3	0.2
125	69	74.8	4.7	0.6	0.5	0.4
126	69	80.9	2.1	0.9	0.3	0.4
127	69	26.5	62.4	1.2	0.8	0.7
128	69	26.1	64.1	4.3	0.7	0.9
129	69	2.2	37	52	3.4	1.5
130	69	11.6	9.3	65.8	5.5	2.4
131	69	1.7	17.3	7.3	62	6.2
132	69	13.4	9.9	15.2	16.1	36.7
133	69	2.3	16.6	9.6	14.2	49.3
134	69	12.1	8.4	16.9	4	48.3
135	69	2.5	11.7	9.8	16.5	50.8
136	69	10.7	7.2	19.7	2.5	48.3
137	69	1.3	9.7	5.1	17.3	60.1
138	69	10.1	3.3	17.7	1.7	58.9
139	69	0.8	8.3	2.8	19.3	62.2
140	69	8.3	2.7	17.7	2.3	60.9
141	69	0.6	7.5	1.8	19.2	64.3
142	69	7.5	1.7	17.7	3	62.1
143	69	0	7.2	0.1	18.2	68.7
144	69	5.9	0.8	15.9	2.5	68.1
145	69	0	5.2	0.3	13.5	76.7
146	69	5.6	0	14.5	1.3	72.8
147	69	0	5.6	0	11.9	70.9
148	69	4.8	0	12.8	0	71.8
149	69	0	5.5	0	10.2	79.2
150	69	4.2	0	9.1	0	80.2
151	69	0	3	0	6.3	87.1
152	69	3.2	0	5.9	0	86.4
153	69	0	1.1	0	5.1	90.8
154	69	1.5	0	3.9	0	90.9
155	69	0	0.6	0	2.3	94.5
156	69	0.7	0	1.8	0	94.2
157	69	0	0.3	0	1.3	95.7
158	69	0.4	0	0.8	0	95.3
159	69	0	0.1	0	0.5	97.4
160	69	0	0	0.2	0	97.2
161	69	0	0	0	0.4	97.6
99	70	0	0	0	0	0
105	70	0	0	0	0	0
107	70	0	0	0	0	0
108	70	0	0	0	0	0
109	70	0	0	0	0	0
110	70	0	0	0	0	0
111	70	0.2	0	0	0	0
112	70	0	0	0	0	0
113	70	0.8	0	0	0	0
114	70	0	0	0	0	0
115	70	1.4	0.1	0	0	0
116	70	0.7	0	0	0	0
117	70	1.7	0.4	0	0	0
118	70	1.8	0	0	0	0
119	70	2.8	0.8	0	0	0
120	70	2.3	0.2	0	0	0
121	70	3	1	0.2	0	0
122	70	3.1	0.6	0	0	0
123	70	4.9	1.1	0.4	0.1	0
124	70	4	0.7	0.3	0	0
125	70	6	1.4	0.4	0.3	0
126	70	5.6	0.9	0.5	0.1	0
127	70	60.7	3.7	0.6	0.4	0.3
128	70	74.4	4.1	1.1	0.4	0.4
129	70	12.7	67.2	3	1	0.8
130	70	25.5	41.1	7.7	1	1
131	70	10.3	32.6	29.4	6.7	1.9
132	70	16.3	35.5	15.9	1.7	2.5
133	70	10.4	16.1	32.1	17.5	4.2
134	70	13.8	7.9	33	3.5	3.7
135	70	13.7	14.6	6.4	32.3	8.1
136	70	13	7.8	39.9	4.3	4.8
137	70	9.7	13.1	6.4	37.6	14.4
138	70	10.1	5.6	36	9.2	6.5
139	70	7.5	13.9	3.6	27.8	27.9
140	70	9.2	3.8	27	16.8	10.6
141	70	7.1	14.3	3	11.1	44.2
142	70	9.4	2.8	11.5	21.9	20.9
143	70	4.8	15.3	2.4	7.5	49.9
144	70	9.8	2.4	6.4	9.5	40.6
145	70	5.5	13.9	4.2	5.4	54.4
146	70	10.1	2.3	4.9	4.1	49.4
147	70	4.9	11.1	3.8	4.6	41.9
148	70	8.4	2.3	3.8	2.2	42.9
149	70	2.7	14.1	2.5	7	49.5
150	70	7.9	2.8	3.9	2	47.7
151	70	3.4	12.8	3.6	7.7	54.2
152	70	7.5	2.5	4.6	1.6	50.9
153	70	1.4	13.3	2.4	8.6	57.8
154	70	7.2	1.7	5.3	1.4	53.6
155	70	1	10.7	2.7	8.9	62.8
156	70	6.7	1.2	5.2	1.5	52.7
157	70	0	10.3	1.2	10.8	63.6
158	70	5.9	0.7	4.4	1.3	56.3
159	70	0	7.2	0	11.3	70
160	70	4.4	0.3	3.9	0.9	59.8
161	70	0	3.6	0	11.1	76.2
162	70	2.8	0	3.3	0.7	63.4
163	70	0	1.5	0	5.1	86.4
164	70	0.5	0	3.2	0	81.3
106	71	0	0	0	0	0
107	71	0	0	0	0	0
108	71	0	0	0	0	0
109	71	0.9	0	0	0	0
110	71	0	0	0	0	0
111	71	1.3	0	0	0	0
112	71	0.7	0	0	0	0
113	71	1.2	0.3	0	0	0
114	71	1.2	0	0	0	0
115	71	2.2	0.6	0	0	0
116	71	2.7	0.1	0	0	0
117	71	3.3	0.9	0.1	0	0
118	71	4.4	0.5	0	0	0
119	71	8.6	1.2	0.3	0	0
120	71	7.5	0.8	0.2	0	0
121	71	8.9	1.6	0.4	0.1	0
122	71	15.3	0.9	0.4	0	0
123	71	27.5	2	0.5	0.3	0
124	71	36.2	1.1	0.6	0.1	0
125	71	46.7	2.6	0.5	0.4	0.1
126	71	67.5	1.5	0.7	0.3	0.1
127	71	71.3	14.6	0.8	0.6	0.4
128	71	64.7	26.2	2	0.5	0.6
129	71	5.9	77.5	7.6	1.5	1
130	71	17.7	16.4	55.1	1.5	1.3
131	71	3.9	24.9	23	37.2	2.3
132	71	17.9	11.6	47.4	5	4
133	71	3.3	22.7	7.6	44.8	6.1
134	71	16.3	9.3	36	12.6	6.7
135	71	2.5	18.4	7	37.1	13.2
136	71	13.8	7	19.3	18.2	11.8
137	71	2.6	17.3	10.3	22.4	39.4
138	71	15.8	8.1	15.7	20.2	30.2
139	71	1.7	16.4	7.4	15.3	50.8
140	71	14.5	7.1	13.4	7.9	46.9
141	71	1.4	13.6	6.5	14.4	56.2
142	71	14.1	6.3	13.8	3.6	51.6
143	71	0.8	14	4	16.6	56
144	71	11.9	5.1	15.8	2.2	55.8
145	71	1.2	10.1	4.7	17.8	59.7
146	71	9.7	4.1	17.5	2.3	58.7
147	71	1.1	7.8	3.4	18.6	64
148	71	9.5	3.3	15.3	2.5	46.4
149	71	0	9.5	1	19.8	55.2
150	71	8.6	2.2	18	2.4	56.7
151	71	0.4	7.5	1.3	19	64.4
152	71	7.6	1	18.2	2.4	62.9
153	71	0	6.9	0	17.6	70.8
154	71	6.7	0.3	16.7	1.6	69.3
155	71	0	5.9	0	14.3	75.7
156	71	6.2	0	15.3	0.3	73.3
157	71	0	2.7	0	10.4	83.4
158	71	3.7	0	10.7	0	81.3
159	71	0	1.4	0	6.3	89.2
160	71	1.9	0	6.7	0	87.5
161	71	0	0.8	0	3.7	92.7
162	71	1.1	0	3.3	0	91.9
163	71	0	0.5	0	1.7	95.2
164	71	0.3	0	0.6	0	96.5
165	71	0	0.2	0	0.5	97.3
166	71	0.1	0	0.3	0	97.1
103	72	0	0	0	0	0
109	72	0	0	0	0	0
110	72	0	0	0	0	0
111	72	0	0	0	0	0
112	72	0	0	0	0	0
113	72	0	0	0	0	0
114	72	0	0	0	0	0
115	72	0.2	0	0	0	0
116	72	0	0	0	0	0
117	72	0.6	0	0	0	0
118	72	0	0	0	0	0
119	72	1.7	0.1	0	0	0
120	72	1.1	0	0	0	0
121	72	2	0.5	0	0	0
122	72	2.2	0	0	0	0
123	72	3.2	0.9	0	0	0
124	72	3	0.4	0	0	0
125	72	3.6	1.1	0.3	0	0
126	72	3.9	0.7	0.2	0	0
127	72	23.5	2.2	0.5	0.4	0.1
128	72	69.2	2.3	0.8	0.3	0.1
129	72	25.1	52.9	1.6	0.7	0.5
130	72	58.1	9	2.8	0.6	0.5
131	72	16.8	53.1	3.9	2.2	1.1
132	72	41.5	15.4	2.9	0.7	1.3
133	72	13.2	42.5	7.4	2.3	1.9
134	72	27.8	21.9	4.4	0.8	1.6
135	72	11.6	32.1	15	3.6	2.3
136	72	18.8	24.3	6.9	0.9	1.9
137	72	9.3	14.3	22.6	5.9	2.7
138	72	8.2	14.4	7.1	0.8	1.7
139	72	11.4	16.5	31.1	18.9	4.7
140	72	13.3	27.1	23.7	2.3	3.3
141	72	10.4	14	15.7	36.5	6.9
142	72	10.3	14.5	33.6	3.5	4
143	72	8.2	13.2	6.3	39	9.8
144	72	9.5	7.3	36	6.7	5.4
145	72	9	12.7	4.5	30.7	22.8
146	72	9.8	4.3	29.5	14.5	9.3
147	72	8.5	12.9	3.9	14.3	42.2
148	72	8.1	3.1	11.9	19.8	13.5
149	72	5.5	12	2.2	8.2	36.8
150	72	8.3	2.8	7.2	12.2	28
151	72	7.8	11.9	4.1	5.6	46.1
152	72	8.3	2.9	5.4	6.3	39.7
153	72	6.4	12.7	3.8	5.9	49.6
154	72	8.2	3.1	4.8	3.5	41
155	72	6.3	13.3	3.6	6.4	48.2
156	72	7.8	2.9	4.8	2.4	44.8
157	72	4.7	14.3	3	7.1	51.2
158	72	7	2.6	4.9	2.3	47.5
159	72	4	14	3.6	6.8	55
160	72	6	2.3	4.8	2.2	49.9
161	72	1	15	2	8.2	58.1
162	72	5.2	2	4.2	2.2	52.7
163	72	0	13	1.7	9.8	62
164	72	5.3	1.3	3.7	1.7	56.1
165	72	0.1	3.5	1.1	9.5	80.5
166	72	7	0	5.5	0.7	69.8
167	72	0	1.6	0.3	4.9	88.4
168	72	4.6	0	4.8	0.8	73.2
109	73	0	0	0	0	0
110	73	0	0	0	0	0
111	73	0	0	0	0	0
112	73	0	0	0	0	0
113	73	0.9	0	0	0	0
114	73	0	0	0	0	0
115	73	1.2	0	0	0	0
116	73	0.7	0	0	0	0
117	73	1.2	0.3	0	0	0
118	73	1.3	0	0	0	0
119	73	1.6	0.5	0	0	0
120	73	2.6	0.1	0	0	0
121	73	2.9	0.9	0.1	0	0
122	73	6	0.6	0	0	0
123	73	8.8	1.3	0.3	0	0
124	73	12.7	0.9	0.3	0	0
125	73	14.4	1.8	0.4	0.2	0
126	73	32.4	1.1	0.6	0	0
127	73	73.2	5.1	0.6	0.4	0.2
128	73	84.6	6	1.3	0.4	0.3
129	73	11.9	76.3	2.6	0.9	0.6
130	73	30.8	47.1	11.1	0.9	0.8
131	73	9.5	55.1	19.4	4.4	1.4
132	73	25.6	32.5	21.8	1.2	1.9
133	73	8	31.7	31.4	7.7	2.4
134	73	21.5	15.1	36.5	1.6	2.4
135	73	5.7	22.5	24.5	15.7	2.9
136	73	16.1	8.6	31.8	2	2.6
137	73	2.5	5.2	2.5	6.4	1.7
138	73	22.2	10.9	51	5.7	5
139	73	3.8	24.4	9.2	50.1	8.4
140	73	20.3	10.3	45.5	11.3	7
141	73	2.8	22.1	8.3	47.1	15.8
142	73	19	9.2	32.2	22.3	11.5
143	73	1.7	8.7	2.5	12.3	11.4
144	73	18.8	8.4	17.3	26.3	23.5
145	73	1.8	18.7	8.1	16.4	51.3
146	73	11.3	4.7	8.7	6.1	28.2
