N	Z	P1n	P2n	P3n	P4n	P5n	Element
122	77	0.5	0	0	0	0	Ir
123	77	1.2	0	0	0	0	Ir
124	77	1.2	0	0	0	0	Ir
125	77	2.1	0.5	0	0	0	Ir
126	77	4.9	0.2	0	0	0	Ir
127	77	10.4	1.7	0.3	0	0	Ir
128	77	77.8	1.6	0.5	0	0	Ir
129	77	70.1	15.2	0.9	0.5	0	Ir
130	77	78.9	3.5	1.7	0.4	0	Ir
131	77	46.7	36.9	1.3	1	0.4	Ir
132	77	69.5	4.7	1.6	0.4	0.5	Ir
133	77	26	48.3	1.5	1	0.8	Ir
134	77	61.8	6.5	1.9	0.5	0.7	Ir
135	77	18	49.2	1.8	1.1	0.9	Ir
136	77	52.1	10.5	2.3	0.5	0.9	Ir
137	77	14.4	45.5	3	1.2	1.1	Ir
138	77	35.8	17.1	2.6	0.5	1	Ir
139	77	10	36.1	3.6	1.3	1.2	Ir
140	77	17.5	14.8	2.6	0.4	0.9	Ir
141	77	14.2	63.4	11.3	3.1	1.9	Ir
142	77	34.5	43.4	9.8	0.9	1.8	Ir
143	77	12.3	49.1	25.4	5	2.3	Ir
144	77	28.4	41.4	16.4	1.2	2.1	Ir
145	77	11.1	32.3	39.3	9.1	2.8	Ir
146	77	18	18.8	24.4	1.2	2	Ir
147	77	9.3	23	27.8	17	3.1	Ir
148	77	20.2	14.8	38.6	2.1	2.8	Ir
149	77	10.1	23	14.6	30.6	3.8	Ir
150	77	21.1	10.1	31.8	2.7	3	Ir
151	77	10.8	21.2	10.2	31.7	4.9	Ir
152	77	22.6	8.6	34.5	5.8	4.3	Ir
153	77	9.3	22	7.7	32	7.4	Ir
154	77	22.4	6.2	27.5	15.2	7	Ir
155	77	5.7	23.4	5.5	32.3	17.9	Ir
156	77	22.8	6.4	17.6	22.8	14.4	Ir
157	77	4.8	24.3	5	19.7	35.1	Ir
158	77	22.5	7	13.6	12.2	32.4	Ir
159	77	4.2	24.2	5.5	14.4	43.7	Ir
160	77	21.6	7.6	11.1	7.6	42.2	Ir
161	77	3.4	23.5	6.1	11.6	49.4	Ir
162	77	20.3	8	10.4	5.2	48.1	Ir
163	77	1.8	23.2	5.2	11.7	52.8	Ir
164	77	19	7.4	11.1	3.6	52.7	Ir
165	77	1.6	16.2	9.6	11.2	57.6	Ir
166	77	16.6	6.9	12.6	2.7	55.9	Ir
167	77	0.6	15.5	5.7	14.9	59.3	Ir
168	77	13.8	5.9	14.8	2.1	58.6	Ir
169	77	0.3	11	4.8	18.1	62	Ir
170	77	10.7	3.4	18.3	1.6	61.7	Ir
171	77	0.4	4.4	4.8	19.5	67.7	Ir
172	77	7.2	3.7	18.3	2.4	64.1	Ir
173	77	0	4.4	0.1	21.8	70.4	Ir
174	77	5	1	19	2.4	68.7	Ir
175	77	0	1.2	0	6.3	90.1	Ir
176	77	1.5	0	7.7	1.1	87	Ir
177	77	0	0.7	0	2.2	94.9	Ir
178	77	0.9	0	3.4	0.4	92.6	Ir
179	77	0	0.4	0	1.3	96.3	Ir
113	78	0	0	0	0	0	Pt
115	78	0	0	0	0	0	Pt
119	78	0	0	0	0	0	Pt
121	78	0	0	0	0	0	Pt
122	78	0	0	0	0	0	Pt
123	78	0	0	0	0	0	Pt
124	78	0	0	0	0	0	Pt
125	78	0	0	0	0	0	Pt
126	78	0	0	0	0	0	Pt
127	78	2.4	0.5	0	0	0	Pt
128	78	6.6	0.2	0	0	0	Pt
129	78	15.5	2.5	0.4	0	0	Pt
130	78	9.5	1.1	0.3	0	0	Pt
131	78	32.2	2.8	0.6	0.5	0	Pt
132	78	14.4	1.3	0.7	0	0	Pt
133	78	41.5	3.3	0.7	0.5	0.2	Pt
134	78	18	1.3	0.7	0.3	0	Pt
135	78	44.9	4.1	0.7	0.5	0.4	Pt
136	78	27	1.4	0.8	0.3	0.2	Pt
137	78	47.2	5.5	0.9	0.5	0.5	Pt
138	78	31.8	1.6	0.8	0.3	0.3	Pt
139	78	41.2	8.5	0.9	0.6	0.6	Pt
140	78	35.9	1.7	0.9	0.3	0.4	Pt
141	78	33.2	14.9	1.1	0.7	0.8	Pt
142	78	36.1	2.1	0.9	0.3	0.5	Pt
143	78	22.7	25.3	1.4	0.8	0.9	Pt
144	78	38.4	2.8	1.1	0.4	0.7	Pt
145	78	18.1	34.9	2.1	1	1.1	Pt
146	78	44.4	4.2	1.4	0.5	0.9	Pt
147	78	15.4	43.7	3.4	1.3	1.4	Pt
148	78	44	7.1	1.9	0.5	1.1	Pt
149	78	12	46.2	4.9	1.8	1.7	Pt
150	78	28.5	7.7	1.8	0.5	1.1	Pt
151	78	10.7	34	7.1	1.9	1.7	Pt
152	78	29.5	17.8	3.3	0.7	1.5	Pt
153	78	10.8	32.3	15.3	3.2	2.2	Pt
154	78	21.3	22.5	4.9	0.9	1.7	Pt
155	78	10.7	22	22.4	5.3	2.6	Pt
156	78	17.5	24.4	9.5	1.2	2.1	Pt
157	78	10.9	17.7	23.6	10.9	3.4	Pt
158	78	14.8	19.2	18.9	1.8	2.6	Pt
159	78	10.6	14.9	16.6	21.7	4.5	Pt
160	78	12.5	13.7	26.1	2.9	3.2	Pt
161	78	10.2	13.1	11.5	28.6	6.5	Pt
162	78	8.6	10.7	33.2	6.3	4.6	Pt
163	78	9.2	10.3	7.5	36	11.5	Pt
164	78	8.5	7	28.8	13.9	7	Pt
165	78	13.1	8.5	6.6	18.3	33.9	Pt
166	78	7.4	5.6	17.1	24.4	11.3	Pt
167	78	9.9	9.7	4.1	14.6	40.9	Pt
168	78	7	4.2	12.4	18.6	24.4	Pt
169	78	11.3	9.9	3.7	9.3	48.9	Pt
170	78	7.9	2.6	10	8.1	40.1	Pt
171	78	8.8	11.2	3.1	6.7	53.5	Pt
172	78	6.3	2.8	6.3	8	44.9	Pt
173	78	6.7	12.6	2.7	5.5	56.8	Pt
174	78	6.1	2.5	4.6	5.1	51.2	Pt
175	78	5.9	13.4	3	4.9	60.1	Pt
176	78	6	2.1	3.8	3	56.1	Pt
177	78	4.5	13	4.4	5.3	63.2	Pt
178	78	4.8	2.2	3.1	2.2	59.3	Pt
179	78	0.4	13.1	2.7	8.3	66.4	Pt
180	78	6.1	1.7	3.9	1.6	70.8	Pt
181	78	0.1	2.1	1.4	8.2	84.3	Pt
182	78	4.3	1.5	3.9	1.8	74.4	Pt
119	79	0	0	0	0	0	Au
120	79	0	0	0	0	0	Au
121	79	0	0	0	0	0	Au
122	79	0	0	0	0	0	Au
123	79	0	0	0	0	0	Au
124	79	0	0	0	0	0	Au
125	79	1.6	0	0	0	0	Au
126	79	1.2	0	0	0	0	Au
127	79	2.7	0.9	0	0	0	Au
128	79	16.8	0.7	0	0	0	Au
129	79	18.2	2.1	0.4	0.1	0	Au
130	79	10.8	0.7	0.5	0	0	Au
131	79	74.2	6.7	0.8	0.7	0.1	Au
132	79	77.3	2.3	1.1	0.3	0	Au
133	79	72.8	11.2	1	0.7	0.4	Au
134	79	78.3	2.9	1.3	0.4	0.3	Au
135	79	52.6	19.5	1	0.7	0.5	Au
136	79	65.1	3.2	1.3	0.4	0.4	Au
137	79	33.5	37.4	1.3	0.8	0.7	Au
138	79	62.9	4.2	1.6	0.4	0.6	Au
139	79	21	47.9	1.5	1	0.8	Au
140	79	58.8	6.2	1.8	0.4	0.7	Au
141	79	15.4	52.2	2	1.1	1	Au
142	79	54.9	10.3	2.4	0.5	0.9	Au
143	79	13.4	54.3	3.1	1.4	1.2	Au
144	79	46.4	19.5	3	0.6	1.1	Au
145	79	12.1	56.1	5.3	1.9	1.5	Au
146	79	37.2	30.8	4.3	0.7	1.3	Au
147	79	11.1	54.9	10.8	2.8	1.8	Au
148	79	29.8	39.3	8.1	0.8	1.6	Au
149	79	10	36.3	13.4	3.1	1.7	Au
150	79	22.3	27.1	8.9	0.8	1.6	Au
151	79	13.3	27.7	23.7	5.2	2.2	Au
152	79	22	24.3	20.8	1.2	2	Au
153	79	13	25.5	26.2	11.8	2.7	Au
154	79	22.2	17.5	32.1	1.8	2.6	Au
155	79	13.2	22.5	20.1	23.9	3.6	Au
156	79	23.9	12.9	36.4	3.1	3.2	Au
157	79	11.9	22.1	14.9	33	4.9	Au
158	79	24.4	9.2	38.8	6.3	4.4	Au
159	79	10.3	23.1	10.7	37.6	7.6	Au
160	79	24.3	7.5	32.2	14.8	6.7	Au
161	79	8.8	24.1	7.3	36.7	14.3	Au
162	79	23.8	7.2	22.4	22.1	12	Au
163	79	6.7	25.5	4.7	28.3	26.8	Au
164	79	25.5	6	18.8	10.5	30.5	Au
165	79	6.3	23.7	6.3	18	40.1	Au
166	79	22.9	7.2	14.5	9.2	37.6	Au
167	79	4.2	24	5.7	14.9	45.7	Au
168	79	22.6	6	14.1	4.9	45.8	Au
169	79	2.7	22.4	6.6	12.9	50.6	Au
170	79	17.4	7	10.2	3.6	57	Au
171	79	0.9	17.2	6.6	10.6	60.8	Au
172	79	14.7	6.8	11.3	2.4	60.1	Au
173	79	0.5	14	5.1	13.8	63	Au
174	79	11.7	5.9	13.4	2.1	62.6	Au
175	79	0.3	8.7	4.6	17	66.1	Au
176	79	8.6	3.9	16.1	2.1	65.4	Au
177	79	0.1	4.3	2.1	19.7	70.6	Au
178	79	5.4	2.8	16.9	2.4	68.6	Au
179	79	0	2.7	0	16.9	77.5	Au
180	79	3.4	0.1	15.2	2.3	75.6	Au
181	79	0	0.7	0	2.4	94.7	Au
182	79	0.8	0	3.2	0.5	93	Au
183	79	0	0.3	0	0.9	97	Au
184	79	0.2	0	0.6	0	97.2	Au
117	80	0	0	0	0	0	Hg
123	80	0	0	0	0	0	Hg
125	80	0	0	0	0	0	Hg
126	80	0	0	0	0	0	Hg
127	80	0.8	0	0	0	0	Hg
128	80	1.4	0	0	0	0	Hg
129	80	2.6	0.9	0	0	0	Hg
130	80	2	0	0	0	0	Hg
131	80	1.2	0.6	0.2	0	0	Hg
132	80	5.2	0.6	0	0	0	Hg
133	80	9.8	1.9	0.5	0.1	0	Hg
134	80	7.1	1	0.2	0	0	Hg
135	80	19.5	2.4	0.6	0.4	0	Hg
136	80	10.3	1.2	0.5	0	0	Hg
137	80	34.6	3.2	0.6	0.5	0.1	Hg
138	80	16.7	1.3	0.7	0.1	0	Hg
139	80	55.4	4	0.8	0.5	0.3	Hg
140	80	24.4	1.5	0.8	0.3	0	Hg
141	80	60.5	5.6	0.9	0.6	0.4	Hg
142	80	38.2	1.7	0.9	0.3	0.2	Hg
143	80	63.6	8.2	1.1	0.7	0.6	Hg
144	80	43.6	2	1	0.4	0.3	Hg
145	80	52.8	12	1.2	0.7	0.7	Hg
146	80	45.6	2.1	1	0.4	0.5	Hg
147	80	44.4	23.5	1.4	0.8	0.9	Hg
148	80	52.3	2.7	1.2	0.4	0.6	Hg
149	80	28.2	25.8	1.4	0.8	1	Hg
150	80	39.4	2.6	1.1	0.4	0.7	Hg
151	80	22.3	32.5	1.9	1	1.1	Hg
152	80	44.5	4.2	1.4	0.5	0.9	Hg
153	80	17.4	40.8	2.8	1.2	1.4	Hg
154	80	45.5	7.1	1.8	0.6	1.1	Hg
155	80	14.5	44.9	4.8	1.6	1.6	Hg
156	80	40.5	12.4	2.4	0.6	1.3	Hg
157	80	12.9	43.1	8.4	2.2	1.9	Hg
158	80	32.1	21.7	3.7	0.8	1.5	Hg
159	80	12	36	16.7	3.3	2.3	Hg
160	80	25.2	27.4	5.7	1	1.8	Hg
161	80	11.5	26.8	25.2	5.5	2.7	Hg
162	80	20.5	28.4	9.6	1.4	2.1	Hg
163	80	10.1	22.9	24.9	10.5	3.3	Hg
164	80	20.4	12.6	28.9	1.6	3	Hg
165	80	10.1	18.5	17.9	22.2	4.3	Hg
166	80	14.6	14	29.3	3.1	3.3	Hg
167	80	10.6	14.6	12.6	30.5	6.5	Hg
168	80	12.7	10.7	31.5	5.6	4.4	Hg
169	80	10.2	12.9	9.4	32.1	11.3	Hg
170	80	11.5	7.8	27.3	12.6	6.4	Hg
171	80	10.9	11.6	6.8	21.4	27.6	Hg
172	80	9.9	5.9	16.6	22.9	10.5	Hg
173	80	8.7	12.2	4.3	15.2	37.7	Hg
174	80	9.5	4.2	12.3	17	24.1	Hg
175	80	8.7	12	4.2	10	46	Hg
176	80	8.8	3.3	8.7	8.7	38.6	Hg
177	80	8	12.3	4.4	6.1	52.8	Hg
178	80	7.4	3	5.3	7.2	45.4	Hg
179	80	5.3	12.7	3.1	4.9	63.2	Hg
180	80	5.8	2.3	3.8	4.2	58.5	Hg
181	80	3.5	11.3	5.2	5.4	67	Hg
182	80	5.6	2.1	3.3	2.3	63.6	Hg
183	80	0.6	6.4	4.2	10.5	73.2	Hg
184	80	4.9	3.2	4.7	2.3	69.2	Hg
185	80	0	0.5	0	2.4	94.7	Hg
186	80	0	0	0.5	0.4	96.4	Hg
123	81	0	0	0	0	0	Tl
125	81	0	0	0	0	0	Tl
126	81	0	0	0	0	0	Tl
127	81	1.2	0.1	0	0	0	Tl
128	81	3	0	0	0	0	Tl
129	81	3.9	1.3	0	0	0	Tl
130	81	4.1	0.5	0	0	0	Tl
131	81	3	0.9	0.3	0.1	0	Tl
132	81	25.5	1.2	0.3	0	0	Tl
133	81	47.5	3.3	0.6	0.4	0	Tl
134	81	45.6	1.4	0.7	0	0	Tl
135	81	66	4.3	0.7	0.5	0.1	Tl
136	81	62.4	1.7	0.9	0.2	0	Tl
137	81	69.2	6.2	0.7	0.6	0.2	Tl
138	81	72.4	2	1	0.3	0.1	Tl
139	81	73.8	9.5	1	0.7	0.4	Tl
140	81	75	2.4	1.2	0.4	0.2	Tl
141	81	67.3	17.8	1.1	0.8	0.6	Tl
142	81	78.8	3.2	1.4	0.4	0.4	Tl
143	81	42	45.1	1.5	0.9	0.7	Tl
144	81	77.8	4.4	1.7	0.4	0.6	Tl
145	81	28.3	59.4	1.9	1.1	0.9	Tl
146	81	76.1	6.2	2	0.5	0.7	Tl
147	81	20.7	66.7	2.4	1.3	1.1	Tl
148	81	72.6	9.7	2.5	0.5	0.9	Tl
149	81	17.4	69.4	3.2	1.6	1.3	Tl
150	81	65.4	16.4	3	0.6	1.1	Tl
151	81	19.8	64.3	4.5	1.8	1.5	Tl
152	81	53.1	25.6	4.1	0.7	1.3	Tl
153	81	18.1	61.9	7.9	2.4	1.7	Tl
154	81	39.3	37.6	6.3	0.8	1.6	Tl
155	81	14.8	48.2	16.3	3.3	1.9	Tl
156	81	29.1	37	11.3	1	1.8	Tl
157	81	14.1	39.2	25.9	5.3	2.3	Tl
158	81	26.5	29.8	23.4	1.3	2.1	Tl
159	81	13.3	33.1	29.3	10.6	2.8	Tl
160	81	24.1	23.6	32.6	2	2.6	Tl
161	81	13.2	25.7	25.3	23.8	3.7	Tl
162	81	23.4	18.3	38.5	3.3	3.2	Tl
163	81	12.5	22	20	34	5.4	Tl
164	81	24.1	12.8	42.6	5.8	4.5	Tl
165	81	8.5	25.5	11.5	40.8	6.4	Tl
166	81	23.5	10.5	36.6	13.8	6.5	Tl
167	81	7.7	23.6	10	40.4	12.7	Tl
168	81	23	8.7	24.5	24.4	11.6	Tl
169	81	6	23.7	8.2	28.5	28.4	Tl
170	81	21.8	8.4	18.8	18.7	25.1	Tl
171	81	4.2	23.3	7.3	19.1	41.2	Tl
172	81	20.6	7.9	14.7	10.2	40.1	Tl
173	81	2.8	22.5	6.6	15	48.5	Tl
174	81	18.9	7.5	13	6.6	48.1	Tl
175	81	1.8	19.9	6.8	12.6	54.5	Tl
176	81	16.6	7.1	13	3.8	54	Tl
177	81	1.1	15.6	7	13.7	58.6	Tl
178	81	13.8	6.2	14.2	2.6	58.1	Tl
179	81	0.4	11.7	4.8	17.3	62.1	Tl
180	81	10.5	4.2	16.5	2.3	62	Tl
181	81	0.1	5.7	2.6	20.2	68.1	Tl
182	81	6.3	2.4	17.2	3	67.1	Tl
183	81	0	2	0.4	13.1	81.8	Tl
184	81	2.7	0.4	11.2	2.9	79.2	Tl
185	81	0	0.6	0	3.8	93.5	Tl
186	81	0.1	0	0.5	0	97.6	Tl
187	81	0	0	0	0.3	98.3	Tl
123	82	0	0	0	0	0	Pb
127	82	0	0	0	0	0	Pb
128	82	0	0	0	0	0	Pb
129	82	0.2	0	0	0	0	Pb
130	82	0	0	0	0	0	Pb
131	82	2.2	0	0	0	0	Pb
132	82	0	0	0	0	0	Pb
133	82	3.1	0.5	0	0	0	Pb
134	82	1.5	0	0	0	0	Pb
135	82	4.1	1.1	0	0	0	Pb
136	82	3	0	0	0	0	Pb
137	82	5.1	1.5	0.2	0	0	Pb
138	82	4.2	0.2	0	0	0	Pb
139	82	8.5	1.7	0.5	0	0	Pb
140	82	5	0.8	0	0	0	Pb
141	82	11	2.1	0.5	0.3	0	Pb
142	82	5.9	1	0.2	0	0	Pb
143	82	19.1	2.5	0.6	0.4	0	Pb
144	82	7.3	1.1	0.5	0	0	Pb
145	82	37.7	3.1	0.7	0.5	0.2	Pb
146	82	9.7	1.2	0.7	0.1	0	Pb
147	82	50.4	4	0.8	0.5	0.4	Pb
148	82	12.4	1.3	0.7	0.3	0	Pb
149	82	58.5	5.6	0.9	0.6	0.5	Pb
150	82	22.4	1.6	0.8	0.3	0.2	Pb
151	82	55.2	7.2	1	0.7	0.7	Pb
152	82	29.9	1.8	0.9	0.4	0.4	Pb
153	82	52.9	12	1.2	0.7	0.8	Pb
154	82	39.4	2.2	1	0.4	0.6	Pb
155	82	45	20.6	1.4	0.9	1	Pb
156	82	44.7	2.9	1.2	0.4	0.7	Pb
157	82	37.1	31.9	1.9	1	1.2	Pb
158	82	48.6	4	1.4	0.5	0.9	Pb
159	82	29	37.5	2.5	1.2	1.3	Pb
160	82	48.3	6.1	1.7	0.6	1.1	Pb
161	82	23.7	41.5	3.7	1.5	1.5	Pb
162	82	46.6	10.9	2.2	0.7	1.3	Pb
163	82	20.1	44.8	6.9	1.9	1.9	Pb
164	82	40.6	20.2	3.8	0.8	1.6	Pb
165	82	15.6	43.5	10.9	2.7	2.1	Pb
166	82	28.5	29	4.9	1	1.8	Pb
167	82	13.9	33	21.7	4.2	2.6	Pb
168	82	22.4	31.6	8.6	1.2	2.1	Pb
169	82	13.5	22.6	30.3	7.2	3.2	Pb
170	82	18.1	26.6	17.4	1.8	2.6	Pb
171	82	12.9	17.5	26.8	16.3	4.3	Pb
172	82	14.6	17	29.2	2.8	3.2	Pb
173	82	11.6	14.6	14.9	30.8	6	Pb
174	82	11.4	12.5	33.5	5.1	4.2	Pb
175	82	11.7	11.8	10.5	34.9	10.9	Pb
176	82	9.9	8.7	30.2	12.3	6.5	Pb
177	82	10.9	11	6.8	24.2	28.3	Pb
178	82	8	6.1	16.9	24.9	11.7	Pb
179	82	8.7	11.7	4	14.1	43.5	Pb
180	82	7.3	3.9	10.9	14.4	32.7	Pb
181	82	7.5	12.5	3.4	8	54	Pb
182	82	6.7	2.8	6.6	7.4	48	Pb
183	82	5	12.3	4.8	5.3	62.2	Pb
184	82	6.1	2.5	4	4.2	57.7	Pb
185	82	0	9.6	0.8	13.6	68.7	Pb
186	82	1.7	1.4	3.8	3.6	83.2	Pb
187	82	0	0.3	0.1	1.4	95.9	Pb
188	82	0	0	0.4	0.3	96.6	Pb
189	82	0	0	0	0.1	98.1	Pb
127	83	0	0	0	0	0	Bi
128	83	0	0	0	0	0	Bi
129	83	0	0	0	0	0	Bi
130	83	0	0	0	0	0	Bi
131	83	1.5	0.4	0	0	0	Bi
132	83	2.1	0	0	0	0	Bi
133	83	3.2	1	0	0	0	Bi
134	83	5.6	0	0	0	0	Bi
135	83	9.9	1.7	0.3	0	0	Bi
136	83	11.3	0.7	0	0	0	Bi
137	83	25.1	2.4	0.5	0.1	0	Bi
138	83	20.6	1.1	0.2	0	0	Bi
139	83	47.4	3.2	0.6	0.3	0	Bi
140	83	35.7	1.3	0.6	0	0	Bi
141	83	64.2	4.2	0.7	0.5	0.1	Bi
142	83	53.3	1.6	0.8	0.1	0	Bi
143	83	71.3	5.9	0.8	0.6	0.2	Bi
144	83	65	1.8	1	0.3	0	Bi
145	83	73.5	8.8	0.9	0.6	0.4	Bi
146	83	70.5	2.2	1.1	0.3	0.2	Bi
147	83	68.6	15.9	1.1	0.7	0.5	Bi
148	83	71.7	2.6	1.2	0.4	0.3	Bi
149	83	56.3	30.3	1.3	0.8	0.7	Bi
150	83	73.8	3.3	1.4	0.4	0.5	Bi
151	83	39	48	1.6	1	0.8	Bi
152	83	74.1	4.7	1.7	0.4	0.7	Bi
153	83	31.1	55.7	2	1.1	1	Bi
154	83	72.3	7.8	2.1	0.5	0.9	Bi
155	83	24.9	61.3	2.6	1.4	1.2	Bi
156	83	65.6	14.8	2.7	0.6	1	Bi
157	83	22.4	62.5	4.1	1.7	1.4	Bi
158	83	54.8	25.5	3.8	0.7	1.3	Bi
159	83	21.3	60.2	6.6	2.1	1.6	Bi
160	83	46.6	31.3	5.7	0.8	1.5	Bi
161	83	19.6	54.5	13	3	1.9	Bi
162	83	40.1	33.5	10.1	1	1.7	Bi
163	83	18.1	42.9	24.4	4.6	2.2	Bi
164	83	35.4	28	23.3	1.3	2.1	Bi
165	83	14.6	37.2	30.3	8.7	2.7	Bi
166	83	32.8	18.6	35.3	1.8	2.6	Bi
167	83	13.1	33.4	24.5	19.4	3.3	Bi
168	83	30.2	15.8	38.7	3	3.2	Bi
169	83	10	27.8	17.1	34.8	4.7	Bi
170	83	25.1	13	44	5.5	4.4	Bi
171	83	8	27.1	11.7	41	6.6	Bi
172	83	22.8	11.7	38	14.4	6.4	Bi
173	83	5.1	26.7	8.2	43.5	11.4	Bi
174	83	21.1	11	23.2	26.9	11.4	Bi
175	83	4	24.7	7.4	29.1	30.3	Bi
176	83	19.7	10.1	16.6	17.8	30	Bi
177	83	2.8	22	8	17.2	45.9	Bi
178	83	17.3	9.7	13.1	9.5	45	Bi
179	83	1.5	19.7	7.2	13.9	53.6	Bi
180	83	14.4	8	13	5.5	54.3	Bi
181	83	0.8	13.7	7.1	14	61	Bi
182	83	10.6	6	14.5	3.3	61.4	Bi
183	83	0.2	6.3	4.7	17.6	68	Bi
184	83	6.8	3.2	14.1	4.1	67.8	Bi
185	83	0	2.5	0	12.7	82.4	Bi
186	83	0.5	0	2.1	1.7	93.8	Bi
187	83	0	0.2	0	0.7	97.6	Bi
188	83	0	0	0.3	0	98.1	Bi
189	83	0	0	0	0.2	98.5	Bi
131	84	0	0	0	0	0	Po
132	84	0	0	0	0	0	Po
133	84	0	0	0	0	0	Po
134	84	0	0	0	0	0	Po
135	84	1.1	0	0	0	0	Po
136	84	0	0	0	0	0	Po
137	84	2.9	0	0	0	0	Po
138	84	0	0	0	0	0	Po
139	84	2	0.4	0	0	0	Po
140	84	1.3	0	0	0	0	Po
141	84	4	1	0	0	0	Po
142	84	2.6	0	0	0	0	Po
143	84	5.7	1.5	0.2	0	0	Po
144	84	3.8	0.1	0	0	0	Po
145	84	8.8	1.8	0.5	0	0	Po
146	84	4.6	0.6	0	0	0	Po
147	84	13	2.1	0.5	0.2	0	Po
148	84	5.4	0.9	0.1	0	0	Po
149	84	24.3	2.5	0.6	0.4	0	Po
150	84	6.5	1	0.4	0	0	Po
151	84	37.2	3.1	0.7	0.5	0.2	Po
152	84	9.4	1.2	0.7	0.1	0	Po
153	84	46	3.8	0.8	0.5	0.3	Po
154	84	14.1	1.3	0.7	0.3	0	Po
155	84	49.4	5	0.9	0.6	0.5	Po
156	84	22.8	1.6	0.8	0.3	0.2	Po
157	84	53.3	7.2	1	0.6	0.6	Po
158	84	32.7	1.9	0.9	0.4	0.4	Po
159	84	51.9	11.9	1.2	0.7	0.8	Po
160	84	37.3	2.2	1	0.4	0.5	Po
161	84	42.7	20	1.4	0.8	0.9	Po
162	84	40.7	2.9	1.1	0.4	0.7	Po
163	84	33.3	30	1.8	0.9	1.1	Po
164	84	43.5	4.1	1.4	0.5	0.9	Po
165	84	27.5	35.3	2.4	1.1	1.3	Po
166	84	42.8	6.5	1.7	0.6	1	Po
167	84	24	38	3.7	1.3	1.5	Po
168	84	39.7	11.1	2.3	0.6	1.2	Po
169	84	20.2	39	5.7	1.7	1.7	Po
170	84	31	19.6	3.3	0.7	1.5	Po
171	84	18.4	37.6	11.2	2.5	2.1	Po
172	84	22.7	28.5	5.2	1	1.8	Po
173	84	16.4	28.1	20.8	4	2.5	Po
174	84	17.4	29.5	9	1.3	2.1	Po
175	84	15.8	18	28.3	7.7	3.2	Po
176	84	5.8	7.7	7.5	0.8	1.5	Po
177	84	8.7	9.5	13.4	13.1	3.3	Po
178	84	9.2	10.3	22.5	2.6	2.9	Po
179	84	9	10.9	8.6	27.1	6.1	Po
180	84	9.6	7.5	27	8.5	4.9	Po
181	84	9.3	10.9	6.4	23.7	21.7	Po
182	84	8.9	5.9	14.4	23.2	11.6	Po
183	84	7.2	12.2	5.1	10.8	44.7	Po
184	84	8.7	4.6	8	10.3	38.7	Po
185	84	0.8	10.8	4.2	12	53.7	Po
186	84	2.2	2.5	8.3	6.7	70.2	Po
187	84	0	1.3	2.1	5.9	87.7	Po
188	84	0	0	4.8	2.2	87.6	Po
189	84	0	0	0	0.6	97.1	Po
133	85	2	0	0	0	0	At
134	85	0	0	0	0	0	At
135	85	0	0	0	0	0	At
136	85	2.7	0	0	0	0	At
137	85	5	1.1	0	0	0	At
138	85	5.7	0	0	0	0	At
139	85	7	1.7	0.1	0	0	At
140	85	7.8	0.2	0	0	0	At
141	85	17.7	2.2	0.4	0	0	At
142	85	15	0.9	0	0	0	At
143	85	38.2	2.8	0.5	0.2	0	At
144	85	15.1	0.9	0.2	0	0	At
145	85	46	3	0.6	0.4	0	At
146	85	36.4	1.3	0.6	0	0	At
147	85	58.6	4.2	0.6	0.5	0.1	At
148	85	50.7	1.5	0.8	0.1	0	At
149	85	69.5	6.4	0.8	0.6	0.2	At
150	85	59.4	1.8	0.9	0.3	0	At
151	85	71.1	10.1	0.9	0.6	0.4	At
152	85	65.9	2.2	1.1	0.3	0.2	At
153	85	66.3	17.6	1.1	0.7	0.5	At
154	85	70.1	2.8	1.2	0.4	0.3	At
155	85	52.6	32.5	1.3	0.8	0.7	At
156	85	72.6	3.8	1.5	0.4	0.5	At
157	85	41	45.4	1.6	1	0.8	At
158	85	73.1	5.7	1.8	0.5	0.7	At
159	85	33.2	53.1	2.1	1.1	1	At
160	85	69.8	9.7	2.2	0.5	0.9	At
161	85	29.1	56.6	2.7	1.3	1.2	At
162	85	61.8	17.8	2.8	0.6	1	At
163	85	25.8	58.7	4	1.7	1.4	At
164	85	51.5	28.5	4	0.7	1.3	At
165	85	23.4	57.8	6.7	2.1	1.6	At
166	85	45.2	33.3	6.4	0.8	1.5	At
167	85	21.5	51.3	14.8	3	1.9	At
168	85	41.3	31.5	13	1	1.8	At
169	85	19.4	40.4	25.8	4.7	2.2	At
170	85	38	21.4	26.3	1.3	2.1	At
171	85	17	35.5	28.2	9	2.6	At
172	85	35.6	15	34.4	1.9	2.6	At
173	85	14.7	32.9	21.1	20.6	3.3	At
174	85	32.9	12.7	37.3	3.3	3.3	At
175	85	12.2	31.6	11.8	32.8	4.5	At
176	85	31	11.1	35.8	7.9	4.6	At
177	85	3.6	7.3	1.9	7.2	2.4	At
178	85	18.5	6.7	14.3	12.3	5	At
179	85	5.1	22.9	5.5	23.8	13.4	At
180	85	21	8.3	13.5	14.6	18.8	At
181	85	5.7	23.2	7.3	14.6	34.1	At
182	85	19.9	8	14	6.6	37	At
183	85	3.6	20.9	6.5	15.9	46.3	At
184	85	14.3	6.1	16.2	5.2	48.2	At
185	85	0	14.7	1.6	20.8	56.7	At
186	85	1.5	0.9	8.4	3.4	83.3	At
187	85	0	0.6	0.2	3.4	94	At
